#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type	Room
897	166	218	167	29	6	4	5	1	102
898	166	218	167	29	6	5	5	1	102
899	109	219	41	13	2	16	2	1	49
900	109	219	41	13	2	17	2	1	49
901	167	220	142	14	3	15	17	1	
902	167	220	142	14	3	16	17	1	
903	167	220	142	14	3	17	17	1	
904	167	220	142	14	3	17	17	1	
905	132	221	157	32	3	8	1	1	27
906	132	221	157	32	3	9	1	1	27
907	132	221	157	32	3	10	1	1	27
908	132	221	157	32	3	11	1	1	27
909	156	222	40	13	3	16	2	1	32
910	156	222	40	13	3	17	2	1	32
911	156	222	40	13	6	14	2	1	32
912	156	222	40	13	6	15	2	1	32
913	168	223	158	32	3	2	1	1	20
914	168	223	158	32	3	3	1	1	20
915	168	223	158	32	3	4	1	1	20
916	168	223	158	32	3	5	1	1	20
917	118	224	167	29	6	2	5	1	96
918	118	224	167	29	6	3	5	1	96
919	118	224	167	29	6	4	5	1	96
920	118	224	167	29	6	5	5	1	96
921	118	224	167	29	6	8	5	1	96
922	118	224	167	29	6	9	5	1	96
923	118	224	167	29	6	10	5	1	96
924	52	225	41	13	3	16	2	1	30
925	52	225	41	13	3	17	2	1	30
926	52	225	41	13	5	16	2	1	30
927	52	225	41	13	5	17	2	1	30
936	51	228	110	27	2	2	1	2	209
937	51	228	110	27	2	3	1	2	209
938	51	228	110	27	5	2	1	2	209
939	51	228	110	27	5	3	1	2	209
940	170	229	60	40	3	4	2	1	47
941	170	229	60	40	3	5	2	1	47
942	170	229	60	40	5	4	2	2	211
943	170	229	60	40	5	5	2	2	211
944	136	230	158	32	5	2	1	1	20
945	136	230	158	32	5	3	1	1	20
946	171	231	179	18	4	14	4	1	124
947	171	231	179	18	4	15	4	1	124
948	171	231	179	18	4	16	4	1	124
949	171	231	179	18	4	17	4	1	124
950	37	232	178	18	6	2	4	1	57
951	37	232	178	18	6	3	4	1	57
952	37	232	178	18	6	4	4	1	57
953	37	232	178	18	6	5	4	1	57
954	172	233	12	13	4	4	2	1	31
955	172	233	12	13	4	5	2	1	31
956	172	233	12	13	6	4	2	1	31
957	172	233	12	13	6	5	2	1	31
961	174	235	87	43	3	10	2	1	48
962	174	235	87	43	3	11	2	1	48
963	174	235	87	43	5	10	2	1	48
964	174	235	87	43	5	11	2	1	48
978	129	238	103	42	3	4	2	1	32
979	129	238	103	42	3	5	2	1	32
980	77	239	58	18	5	2	4	1	2
981	77	239	58	18	5	3	4	1	2
982	77	239	58	18	5	4	4	1	2
983	77	239	58	18	5	5	4	1	2
984	175	240	164	17	6	2	1	1	1
985	175	240	164	17	6	3	1	1	1
986	175	240	164	17	6	4	1	1	1
987	175	240	164	17	6	5	1	1	1
988	176	241	79	40	2	14	2	1	117
989	176	241	79	40	2	15	2	1	117
990	176	241	79	40	2	16	15	2	209
991	176	241	79	40	2	17	15	2	209
992	177	242	87	43	4	10	1	1	16
993	177	242	87	43	4	11	1	1	16
994	177	242	87	43	6	10	1	1	16
995	177	242	87	43	6	11	1	1	16
996	178	243	73	8	4	8	2	1	36
997	178	243	73	8	4	9	2	1	36
998	179	244	103	42	3	2	5	1	85
999	179	244	103	42	3	3	5	1	85
1000	179	244	103	42	3	4	5	1	85
1001	179	244	103	42	6	4	5	1	91
1002	179	244	103	42	6	5	5	1	91
1003	179	244	103	42	6	6	5	1	91
1011	181	247	103	42	2	8	2	1	31
1012	181	247	103	42	2	9	2	1	31
1013	181	247	103	42	2	10	2	1	31
1014	181	247	103	42	2	11	2	1	31
1020	183	250	18	33	6	14	4	1	29
1021	183	250	18	33	6	15	4	1	29
1022	183	250	18	33	6	16	4	1	29
1023	183	250	18	33	6	17	4	1	29
1024	139	251	166	8	6	2	2	1	41
1025	139	251	166	8	6	3	2	1	41
1026	136	252	158	32	4	2	2	1	38
1027	136	252	158	32	4	3	2	1	38
1028	136	252	158	32	6	2	2	1	38
1029	136	252	158	32	6	3	2	1	38
1030	184	253	13	38	2	4	4	1	48
1031	184	253	13	38	2	5	4	1	48
1032	184	253	13	38	4	4	4	1	48
1033	184	253	13	38	4	5	4	1	48
1034	26	254	156	32	4	4	2	1	53
1035	26	254	156	32	4	5	2	1	53
1047	186	257	157	32	4	8	2	1	38
1048	186	257	157	32	4	9	2	1	38
1049	186	257	157	32	6	8	2	1	38
1050	186	257	157	32	6	9	2	1	38
1051	187	258	93	32	5	9	1	1	
1052	22	259	5	27	6	2	4	1	123
1053	22	259	5	27	6	3	4	1	123
1054	22	259	5	27	6	4	4	1	123
1055	22	259	5	27	6	5	4	1	123
1056	188	260	142	14	3	15	17	1	
1057	188	260	142	14	3	16	17	1	
1058	188	260	142	14	3	17	17	1	
1059	188	260	142	14	3	17	17	1	
1060	109	261	41	13	6	14	2	1	41
1061	109	261	41	13	6	15	2	1	41
1062	189	262	161	16	2	8	5	1	63
1063	189	262	161	16	2	9	5	1	63
1064	189	262	161	16	2	10	5	1	63
1065	189	262	161	16	2	11	5	1	63
1066	30	263	155	34	5	10	1	1	6
1067	30	263	155	34	5	11	1	1	6
1068	190	264	8	8	4	10	4	1	43
1069	190	264	8	8	4	11	4	1	43
1070	190	264	8	8	6	10	4	1	43
1071	190	264	8	8	6	11	4	1	43
1078	193	267	35	33	5	2	4	1	
1079	193	267	35	33	5	3	4	1	
1080	193	267	35	33	5	4	4	1	
1081	193	267	35	33	5	5	4	1	
1082	82	268	93	32	4	2	1	1	57
1083	82	268	93	32	4	3	1	1	57
1084	28	269	88	31	4	2	17	1	
1085	28	269	88	31	4	3	17	1	
1086	28	269	88	31	4	4	17	1	
1087	28	269	88	31	4	5	17	1	
1088	28	269	88	31	4	1	17	1	
1089	28	269	88	31	6	8	17	1	
1090	28	269	88	31	6	9	17	1	
1091	28	269	88	31	6	10	17	1	
1092	28	269	88	31	6	11	17	1	
1093	107	270	53	25	4	2	5	1	86
1094	107	270	53	25	4	3	5	1	86
1095	107	270	53	25	5	2	5	1	102
1096	107	270	53	25	5	3	5	1	102
1097	107	270	53	25	5	4	5	1	102
1098	170	271	60	40	2	8	15	2	210
1099	170	271	60	40	2	9	15	2	210
1100	170	271	60	40	5	8	15	2	210
1101	170	271	60	40	5	9	15	2	210
1102	34	272	12	13	2	14	2	1	39
1103	34	272	12	13	2	15	2	1	39
1104	34	272	12	13	6	16	2	1	39
1105	34	272	12	13	6	17	2	1	39
1106	194	273	8	8	3	8	2	1	44
1107	194	273	8	8	3	9	2	1	44
1108	194	273	8	8	5	8	2	1	44
1109	194	273	8	8	5	9	2	1	44
1110	195	274	103	42	3	4	5	1	59
1111	195	274	103	42	3	5	5	1	59
1114	84	276	156	32	2	10	1	1	17
1115	84	276	156	32	2	11	1	1	17
1116	84	276	156	32	5	10	1	1	17
1117	84	276	156	32	5	11	1	1	17
1124	71	278	81	33	3	2	4	1	109
1125	71	278	81	33	3	3	4	1	109
1126	71	278	81	33	3	4	4	1	109
1127	71	278	81	33	3	5	4	1	109
1128	197	279	167	29	2	8	5	1	62
1129	197	279	167	29	2	9	5	1	62
1130	197	279	167	29	2	7	5	1	62
1131	198	280	13	38	3	10	2	1	41
1132	198	280	13	38	3	11	2	1	41
1133	198	280	13	38	5	10	2	1	41
1134	198	280	13	38	5	11	2	1	41
1137	200	282	167	29	6	2	5	1	66
1138	200	282	167	29	6	3	5	1	66
1139	200	282	167	29	6	4	5	1	66
1140	200	282	167	29	6	5	5	1	66
1141	201	283	130	34	3	4	1	1	
1142	201	283	130	34	3	5	1	1	
1143	201	283	130	34	5	4	1	1	
1144	201	283	130	34	5	5	1	1	
1145	202	284	19	38	3	16	2	1	55
1146	202	284	19	38	3	17	2	1	55
1147	202	284	19	38	5	16	2	1	55
1148	202	284	19	38	5	17	2	1	55
1149	69	285	79	40	5	14	15	2	112
1150	69	285	79	40	5	15	15	2	112
1151	69	285	79	40	5	16	2	1	124
1152	69	285	79	40	5	17	2	1	124
1153	136	286	158	32	3	2	2	1	42
1154	136	286	158	32	3	3	2	1	42
1155	136	286	158	32	3	4	2	1	42
1156	136	286	158	32	3	5	2	1	42
1157	203	287	77	38	2	16	4	2	5
1158	203	287	77	38	2	17	4	2	5
1159	203	287	77	38	4	16	4	2	5
1160	203	287	77	38	4	17	4	2	5
1165	42	289	19	38	4	16	2	1	15
1166	42	289	19	38	4	17	2	1	15
1167	42	289	19	38	6	16	2	1	24
1168	42	289	19	38	6	17	2	1	24
1171	158	291	83	17	4	4	5	1	59
1172	158	291	83	17	4	5	5	1	59
1177	206	293	41	13	2	4	2	1	40
1178	206	293	41	13	2	5	2	1	40
1179	207	294	5	27	5	2	4	1	115
1180	207	294	5	27	5	3	4	1	115
1181	207	294	5	27	5	4	4	1	115
1182	207	294	5	27	5	5	4	1	115
1183	208	295	91	43	3	14	1	1	10
1184	208	295	91	43	3	15	1	1	10
1185	208	295	91	43	5	14	1	1	10
1186	208	295	91	43	5	15	1	1	10
1190	135	297	167	29	3	4	5	1	97
1191	135	297	167	29	3	5	5	1	97
1192	135	297	167	29	3	6	5	1	97
1193	135	297	167	29	4	4	5	1	97
1194	135	297	167	29	4	5	5	1	97
1195	135	297	167	29	4	6	5	1	97
1196	135	297	167	29	5	4	5	1	66
1197	135	297	167	29	5	5	5	1	66
1198	135	297	167	29	5	6	5	1	66
1199	209	298	73	8	5	4	2	2	210
1200	209	298	73	8	5	5	2	2	210
1201	209	298	73	8	6	2	1	1	3
1202	209	298	73	8	6	3	1	1	3
1203	210	299	157	32	3	4	5	1	104
1204	210	299	157	32	3	5	5	1	104
1205	210	299	157	32	4	2	5	1	104
1206	210	299	157	32	4	3	5	1	104
1207	210	299	157	32	4	4	5	1	104
1208	210	299	157	32	4	5	5	1	104
1209	12	300	156	32	4	2	5	1	85
1210	12	300	156	32	4	3	5	1	85
1211	12	300	156	32	5	4	5	1	85
1212	12	300	156	32	5	5	5	1	85
1213	211	301	153	10	5	5	5	1	59
1214	211	301	153	10	5	6	5	1	59
1215	174	302	87	43	2	8	2	1	48
1216	174	302	87	43	2	9	2	1	48
1217	174	302	87	43	2	7	2	1	48
1218	174	302	87	43	4	8	2	1	48
1219	174	302	87	43	4	9	2	1	48
1220	174	302	87	43	4	7	2	1	48
1221	212	303	12	13	2	2	2	1	44
1222	212	303	12	13	2	3	2	1	44
1223	212	303	12	13	4	2	2	1	44
1224	212	303	12	13	4	3	2	1	44
1225	118	304	167	29	2	2	1	1	55
1226	118	304	167	29	2	3	1	1	55
1227	118	304	167	29	3	4	1	1	52
1228	118	304	167	29	3	5	1	1	52
1229	118	304	167	29	4	4	1	1	0
1230	118	304	167	29	4	5	1	1	0
1231	118	304	167	29	5	2	1	1	
1232	118	304	167	29	5	3	1	1	
1233	118	304	167	29	5	4	1	1	47
1234	118	304	167	29	5	5	1	1	47
1235	118	304	167	29	5	1	1	1	
1236	158	305	83	17	4	2	5	1	103
1237	158	305	83	17	4	3	5	1	103
1238	187	306	93	32	5	8	1	1	
1243	153	308	87	43	4	10	1	1	26
1244	153	308	87	43	4	11	1	1	26
1245	213	309	91	43	5	16	1	1	16
1246	213	309	91	43	5	17	1	1	16
1250	215	311	166	8	4	8	2	1	31
1251	215	311	166	8	4	9	2	1	31
1252	215	311	166	8	6	8	2	1	31
1253	215	311	166	8	6	9	2	1	31
1272	42	317	19	38	2	14	2	1	23
1273	42	317	19	38	2	15	2	1	23
1274	42	317	19	38	4	14	2	1	23
1275	42	317	19	38	4	15	2	1	23
1276	42	317	19	38	6	14	2	1	23
1277	42	317	19	38	6	15	2	1	23
1278	219	318	35	33	2	2	4	1	113
1279	219	318	35	33	2	3	4	1	113
1280	219	318	35	33	2	4	4	1	113
1281	219	318	35	33	2	5	4	1	113
1282	109	319	41	13	3	14	2	1	41
1283	109	319	41	13	3	15	2	1	41
1284	109	319	41	13	5	14	2	1	41
1285	109	319	41	13	5	15	2	1	41
1286	149	320	35	33	2	2	4	3	220
1287	149	320	35	33	2	3	4	3	220
1288	149	320	35	33	2	4	4	3	220
1289	149	320	35	33	2	5	4	3	220
1290	220	321	43	27	5	4	4	1	45
1291	220	321	43	27	5	5	4	1	45
1292	67	322	91	43	3	14	1	1	54
1293	67	322	91	43	3	15	1	1	54
1294	67	322	91	43	5	14	1	1	54
1295	67	322	91	43	5	15	1	1	54
1296	110	323	79	40	3	14	2	1	15
1297	110	323	79	40	3	15	2	1	15
1298	110	323	79	40	3	16	2	1	15
1299	110	323	79	40	3	17	2	1	15
1300	156	324	40	13	5	14	2	1	47
1301	156	324	40	13	5	15	2	1	47
1302	156	324	40	13	5	16	2	1	47
1303	156	324	40	13	5	17	2	1	47
1304	221	325	53	25	3	4	2	1	53
1305	221	325	53	25	3	5	2	1	53
1306	221	325	53	25	5	4	2	1	53
1307	221	325	53	25	5	5	2	1	53
1308	222	326	146	15	4	2	1	1	7
1309	222	326	146	15	4	3	1	1	7
1310	222	326	146	15	4	4	1	1	7
1311	222	326	146	15	4	5	1	1	7
1312	126	327	13	38	2	8	2	1	49
1313	126	327	13	38	2	9	2	1	49
1314	126	327	13	38	4	8	2	1	49
1315	126	327	13	38	4	9	2	1	49
1316	126	327	13	38	6	8	2	1	49
1317	126	327	13	38	6	9	2	1	49
1322	3	329	53	25	4	4	5	1	86
1323	3	329	53	25	4	5	5	1	86
1328	224	331	18	33	2	2	5	1	97
1329	224	331	18	33	2	3	5	1	97
1330	224	331	18	33	2	4	5	1	97
1331	224	331	18	33	2	5	5	1	97
1332	225	332	158	32	5	4	1	1	20
1333	225	332	158	32	5	5	1	1	20
1334	226	333	133	34	2	8	1	1	13
1335	226	333	133	34	2	9	1	1	13
1336	226	333	133	34	4	8	1	1	13
1337	226	333	133	34	4	9	1	1	13
1338	227	334	137	18	6	8	4	2	113
1339	227	334	137	18	6	9	4	2	113
1348	229	337	83	17	3	13	1	1	3
1349	229	337	83	17	3	14	1	1	3
1350	229	337	83	17	5	13	1	1	3
1351	229	337	83	17	5	14	1	1	3
1362	230	340	103	42	5	2	5	1	86
1363	230	340	103	42	5	3	5	1	86
1372	232	343	54	21	4	2	5	1	99
1373	232	343	54	21	4	3	5	1	99
1374	232	343	54	21	4	4	5	1	99
1375	232	343	54	21	4	1	5	1	99
1376	3	344	53	25	3	3	5	1	91
1377	3	344	53	25	6	5	5	1	90
1378	3	344	53	25	6	6	5	1	90
1384	77	346	58	18	3	2	4	1	117
1385	77	346	58	18	3	3	4	1	117
1386	77	346	58	18	3	4	4	1	117
1387	77	346	58	18	3	5	4	1	117
1392	227	348	137	18	6	2	4	1	111
1393	227	348	137	18	6	3	4	1	111
1394	227	348	137	18	6	4	4	1	111
1395	227	348	137	18	6	5	4	1	111
1396	234	349	79	40	4	14	2	1	2
1397	234	349	79	40	4	15	2	1	2
1398	234	349	79	40	4	16	15	2	35
1399	234	349	79	40	4	17	15	2	35
1400	152	350	79	40	6	14	2	1	52
1401	152	350	79	40	6	15	2	1	52
1402	152	350	79	40	6	16	2	1	52
1403	152	350	79	40	6	17	2	1	52
1404	207	351	5	27	3	2	4	1	49
1405	207	351	5	27	3	3	4	1	49
1406	207	351	5	27	3	4	4	1	49
1407	207	351	5	27	3	5	4	1	49
1408	26	352	156	32	4	4	2	1	39
1409	26	352	156	32	4	5	2	1	39
1410	235	353	137	18	3	4	4	1	51
1411	235	353	137	18	3	5	4	1	51
1412	235	353	137	18	6	4	4	1	51
1413	235	353	137	18	6	5	4	1	51
1414	236	354	156	32	2	2	5	1	101
1415	236	354	156	32	2	3	5	1	101
1416	150	355	95	27	5	2	4	1	121
1417	150	355	95	27	5	3	4	1	121
1418	150	355	95	27	5	4	4	1	121
1419	150	355	95	27	5	5	4	1	121
1420	237	356	74	40	6	14	2	2	128
1421	237	356	74	40	6	15	2	2	128
1422	237	356	74	40	6	16	2	2	128
1423	237	356	74	40	6	17	2	2	128
1424	156	357	40	13	5	14	2	1	19
1425	156	357	40	13	5	15	2	1	19
1430	238	359	153	10	2	3	5	1	61
1431	238	359	153	10	2	4	5	1	61
1432	239	360	74	40	3	14	15	2	211
1433	239	360	74	40	3	15	15	2	211
1434	239	360	74	40	3	16	15	2	211
1435	239	360	74	40	3	17	15	2	211
1436	117	361	93	32	4	8	2	1	1
1437	117	361	93	32	4	9	2	1	1
1438	117	361	93	32	4	10	2	1	1
1439	117	361	93	32	4	11	2	1	1
1440	79	362	155	34	2	10	1	1	3
1441	79	362	155	34	2	11	1	1	3
1442	79	362	155	34	4	10	1	1	3
1443	79	362	155	34	4	11	1	1	3
1444	240	363	74	40	2	14	15	2	210
1445	240	363	74	40	2	15	15	2	210
1446	240	363	74	40	2	16	15	2	210
1447	240	363	74	40	2	17	15	2	210
1468	242	365	166	8	2	4	2	1	45
1469	242	365	166	8	2	5	2	1	45
1476	68	367	88	31	3	7	17	1	
1477	68	367	88	31	3	9	17	1	
1478	68	367	88	31	3	10	17	1	
1479	68	367	88	31	3	11	17	1	
1480	177	368	87	43	2	8	1	1	20
1481	177	368	87	43	2	9	1	1	20
1482	177	368	87	43	4	8	1	1	20
1483	177	368	87	43	4	9	1	1	20
1484	244	369	72	9	6	3	5	3	65
1485	244	369	72	9	6	4	5	3	65
1486	244	369	72	9	6	5	5	3	65
1487	244	369	72	9	6	6	5	3	65
1494	246	371	168	9	3	8	5	3	65
1495	246	371	168	9	3	9	5	3	65
1496	246	371	168	9	3	10	5	3	65
1497	246	371	168	9	3	7	5	3	65
1498	247	372	157	32	5	8	1	1	19
1499	247	372	157	32	5	9	1	1	19
1500	247	372	157	32	5	10	1	1	19
1501	247	372	157	32	5	11	1	1	19
1502	225	373	158	32	4	14	1	1	16
1503	225	373	158	32	4	15	1	1	16
1504	225	373	158	32	4	16	1	1	16
1505	225	373	158	32	4	17	1	1	16
1506	135	374	167	29	2	8	5	1	0
1507	135	374	167	29	2	9	5	1	0
1508	135	374	167	29	2	10	5	1	0
1509	135	374	167	29	3	2	5	1	0
1510	135	374	167	29	3	3	5	1	0
1511	135	374	167	29	3	4	5	1	0
1512	135	374	167	29	3	9	5	1	0
1513	135	374	167	29	3	10	5	1	0
1514	135	374	167	29	3	11	5	1	0
1515	135	374	167	29	3	1	5	1	0
1516	135	374	167	29	5	8	5	1	0
1517	135	374	167	29	5	9	5	1	0
1518	135	374	167	29	5	10	5	1	0
1519	135	374	167	29	5	11	5	1	0
1520	135	374	167	29	6	8	5	1	0
1521	135	374	167	29	6	9	5	1	0
1522	135	374	167	29	6	10	5	1	0
1523	135	374	167	29	6	11	5	1	0
1524	248	375	77	38	4	4	4	1	115
1525	248	375	77	38	4	5	4	1	115
1526	248	375	77	38	6	4	4	2	210
1527	248	375	77	38	6	5	4	2	210
1528	133	376	5	27	5	8	4	1	125
1529	133	376	5	27	5	9	4	1	125
1530	133	376	5	27	5	10	4	1	125
1531	133	376	5	27	5	11	4	1	125
1560	208	378	91	43	6	14	5	1	87
1561	208	378	91	43	6	15	5	1	87
1562	208	378	91	43	6	16	5	1	87
1563	208	378	91	43	6	17	5	1	87
1564	153	379	87	43	3	2	1	1	19
1565	153	379	87	43	3	3	1	1	19
1566	153	379	87	43	5	2	1	1	22
1567	153	379	87	43	5	3	1	1	22
1581	110	383	79	40	5	14	2	2	209
1582	110	383	79	40	5	15	2	2	209
1583	110	383	79	40	5	16	2	1	4
1584	110	383	79	40	5	17	2	1	4
1597	94	387	154	34	3	2	1	1	23
1598	94	387	154	34	3	3	1	1	23
1599	94	387	154	34	5	2	1	1	14
1600	94	387	154	34	5	3	1	1	14
1601	251	388	167	29	6	2	5	1	97
1602	251	388	167	29	6	3	5	1	97
1603	251	388	167	29	6	4	5	1	97
1604	251	388	167	29	6	5	5	1	97
1605	154	389	76	43	3	10	1	1	16
1606	154	389	76	43	3	11	1	1	16
1607	154	389	76	43	5	10	1	1	16
1608	154	389	76	43	5	11	1	1	16
1630	98	391	161	16	4	8	5	1	97
1631	98	391	161	16	4	9	5	1	97
1632	252	392	5	27	4	2	1	1	23
1633	252	392	5	27	4	3	1	1	23
1634	252	392	5	27	4	4	1	1	23
1635	252	392	5	27	4	5	1	1	23
1640	9	394	60	40	3	10	2	1	39
1641	9	394	60	40	3	11	2	1	39
1660	5	400	76	43	3	8	1	1	22
1661	5	400	76	43	3	9	1	1	22
1662	5	400	76	43	5	8	1	1	22
1663	5	400	76	43	5	9	1	1	22
1664	253	401	167	29	2	8	5	1	89
1665	253	401	167	29	2	9	5	1	89
1666	253	401	167	29	2	10	5	1	89
1667	253	401	167	29	2	11	5	1	89
1668	80	402	103	42	5	10	5	1	96
1669	80	402	103	42	5	11	5	1	96
1674	42	404	19	38	4	14	2	1	24
1675	42	404	19	38	4	15	2	1	24
1676	42	404	19	38	6	14	2	1	24
1677	42	404	19	38	6	15	2	1	24
1678	186	405	157	32	4	4	1	1	8
1679	186	405	157	32	4	5	1	1	8
1680	254	406	105	18	2	14	1	1	3
1681	254	406	105	18	2	15	1	1	3
1682	254	406	105	18	2	16	1	1	3
1683	254	406	105	18	2	17	1	1	3
1684	220	407	43	27	4	8	4	1	44
1685	220	407	43	27	4	9	4	1	44
1686	220	407	43	27	4	10	4	1	44
1687	220	407	43	27	4	11	4	1	44
1688	34	408	12	13	2	14	2	1	31
1689	34	408	12	13	2	15	2	1	31
1690	34	408	12	13	4	14	2	1	31
1691	34	408	12	13	4	15	2	1	31
1700	137	411	88	31	3	10	17	1	
1727	144	413	152	15	2	8	4	1	118
1728	144	413	152	15	2	9	4	1	118
1729	144	413	152	15	2	10	4	1	118
1730	144	413	152	15	2	11	4	1	118
1731	177	414	87	43	2	2	1	1	15
1732	177	414	87	43	2	3	1	1	15
1733	177	414	87	43	4	2	1	1	15
1734	177	414	87	43	4	3	1	1	15
1735	177	414	87	43	6	2	1	1	15
1736	177	414	87	43	6	3	1	1	15
1737	256	415	87	43	3	8	1	1	118
1738	256	415	87	43	3	9	1	1	118
1739	256	415	87	43	5	8	1	1	118
1740	256	415	87	43	5	9	1	1	118
1745	195	417	103	42	6	2	5	1	103
1746	195	417	103	42	6	3	5	1	103
1747	136	418	158	32	2	14	1	1	9
1748	136	418	158	32	2	15	1	1	9
1749	136	418	158	32	2	16	1	1	9
1768	127	420	18	33	5	2	4	1	0
1769	127	420	18	33	5	3	4	1	0
1770	127	420	18	33	5	4	4	1	0
1771	127	420	18	33	5	5	4	1	0
1776	101	422	79	40	3	14	2	1	127
1777	101	422	79	40	3	15	2	1	127
1778	101	422	79	40	3	16	2	1	127
1779	101	422	79	40	3	17	2	1	127
1807	134	424	137	18	3	2	4	1	9
1808	134	424	137	18	3	3	4	1	9
1809	134	424	137	18	6	2	4	1	9
1810	134	424	137	18	6	3	4	1	9
1811	213	425	91	43	3	14	1	1	6
1812	213	425	91	43	3	15	1	1	6
1813	213	425	91	43	5	14	1	1	16
1814	213	425	91	43	5	15	1	1	16
1815	208	426	91	43	4	2	1	1	21
1816	208	426	91	43	4	3	1	1	21
1817	208	426	91	43	6	2	1	1	21
1818	208	426	91	43	6	3	1	1	21
1819	259	427	12	13	3	14	2	1	55
1820	259	427	12	13	3	15	2	1	55
1821	259	427	12	13	5	14	2	1	55
1822	259	427	12	13	5	15	2	1	55
1833	261	431	36	36	2	11	17	1	
1834	261	431	36	36	2	12	17	1	
1835	261	431	36	36	2	13	17	1	
1836	261	431	36	36	3	12	17	1	
1837	261	431	36	36	3	13	17	1	
1838	262	432	1	19	2	14	5	1	
1839	262	432	1	19	2	15	5	1	
1840	262	432	1	19	2	16	5	1	
1841	262	432	1	19	2	17	5	1	
1842	263	433	77	38	2	14	4	1	123
1843	263	433	77	38	2	15	4	1	123
1844	263	433	77	38	4	14	4	1	123
1845	263	433	77	38	4	15	4	1	123
1854	235	436	137	18	2	4	4	1	126
1855	235	436	137	18	2	5	4	1	126
1856	235	436	137	18	5	4	4	1	127
1857	235	436	137	18	5	5	4	1	127
1858	156	437	40	13	3	14	2	2	35
1859	156	437	40	13	3	15	2	2	35
1860	156	437	40	13	3	16	2	2	35
1861	156	437	40	13	3	17	2	2	35
1862	265	438	142	14	6	15	17	1	
1863	265	438	142	14	6	16	17	1	
1864	265	438	142	14	6	17	17	1	
1865	265	438	142	14	6	17	17	1	
1866	116	439	18	33	6	2	4	1	
1867	116	439	18	33	6	3	4	1	
1868	116	439	18	33	6	4	4	1	
1869	116	439	18	33	6	5	4	1	
1870	144	440	152	15	4	2	4	1	123
1871	144	440	152	15	4	3	4	1	123
1872	144	440	152	15	4	4	4	1	123
1873	144	440	152	15	4	5	4	1	123
1874	82	441	93	32	3	10	1	1	
1875	144	442	152	15	5	8	2	1	43
1876	144	442	152	15	5	9	2	1	43
1877	144	442	152	15	5	10	2	1	43
1878	144	442	152	15	5	11	2	1	43
1883	266	444	167	29	4	2	5	1	95
1884	266	444	167	29	4	1	5	1	95
1885	266	444	167	29	6	4	5	1	59
1886	266	444	167	29	6	5	5	1	59
1887	267	445	166	8	2	10	2	1	40
1888	267	445	166	8	2	11	2	1	40
1899	5	448	76	43	3	2	1	1	1
1900	5	448	76	43	3	3	1	1	1
1901	5	448	76	43	5	2	1	1	1
1902	5	448	76	43	5	3	1	1	1
1903	26	449	156	32	3	2	1	1	17
1904	26	449	156	32	3	3	1	1	17
1909	269	451	167	29	5	2	5	1	103
1910	269	451	167	29	5	1	5	1	103
1913	94	453	154	34	2	4	1	1	14
1914	94	453	154	34	2	5	1	1	14
1915	94	453	154	34	4	4	1	1	14
1916	94	453	154	34	4	5	1	1	14
1917	143	454	137	18	4	2	2	1	32
1918	143	454	137	18	4	3	2	1	32
1919	143	454	137	18	6	2	2	1	32
1920	143	454	137	18	6	3	2	1	32
1921	270	455	91	43	3	14	1	1	2
1922	270	455	91	43	3	15	1	1	2
1923	270	455	91	43	5	14	1	1	21
1924	270	455	91	43	5	15	1	1	21
1930	104	457	4	27	5	2	4	1	23
1931	104	457	4	27	5	3	4	1	23
1932	104	457	4	27	5	4	4	1	23
1933	104	457	4	27	5	5	4	1	23
1934	184	458	13	38	3	2	4	1	53
1935	184	458	13	38	3	3	4	1	53
1936	184	458	13	38	5	2	4	1	53
1937	184	458	13	38	5	3	4	1	53
1938	272	459	120	41	5	15	17	1	
1939	272	459	120	41	5	16	17	1	
1940	272	459	120	41	5	17	17	1	
1941	272	459	120	41	5	17	17	1	
1942	206	460	41	13	3	4	2	1	40
1943	206	460	41	13	3	5	2	1	40
1944	206	460	41	13	5	4	2	1	40
1945	206	460	41	13	5	5	2	1	40
1946	33	461	95	27	6	2	4	1	117
1947	33	461	95	27	6	3	4	1	117
1948	33	461	95	27	6	4	4	1	117
1949	33	461	95	27	6	5	4	1	117
1950	41	462	40	13	2	16	2	1	52
1951	41	462	40	13	2	17	2	1	52
1952	41	462	40	13	3	14	2	1	52
1953	41	462	40	13	3	15	2	1	52
1957	145	464	133	34	3	8	1	1	7
1958	145	464	133	34	3	9	1	1	7
1959	254	465	105	18	6	14	1	1	9
1960	254	465	105	18	6	15	1	1	9
1961	254	465	105	18	6	16	1	1	9
1962	254	465	105	18	6	17	1	1	9
1963	273	466	161	16	5	8	5	1	87
1964	273	466	161	16	5	9	5	1	87
1965	171	467	179	18	5	14	4	1	115
1966	171	467	179	18	5	15	4	1	115
1967	171	467	179	18	5	16	4	1	115
1968	171	467	179	18	5	17	4	1	115
1969	241	468	80	12	4	3	1	1	119
1970	241	468	80	12	4	4	1	1	119
1971	241	468	80	12	4	5	1	1	119
1977	274	470	156	32	6	10	1	2	34
1978	274	470	156	32	6	11	1	2	34
1979	66	471	48	35	4	3	18	1	
1980	66	471	48	35	4	4	18	1	
1981	66	471	48	35	5	12	18	1	
1982	66	471	48	35	5	13	18	1	
1983	66	471	48	35	6	3	18	1	
1984	66	471	48	35	6	4	18	1	
1985	51	472	110	27	2	4	4	1	121
