#ID	Group	Course	Name
459	272	120	Psicologia Da Educação I - 443dec3062d0286986e21dc0631734c9
460	206	41	Análise Das Demonstrações Contábeis - 4462bf0ddbe0d0da40e1e828ebebeb11
461	33	95	Administração De Bibliotecas Outras Unidades De Informação - 44968aece94f667e4095002d140b5896
462	41	40	Introdução À Administração De Empresas - 4496bf24afe7fab6f046bf4923da8de6
464	145	133	Engenharia De Segurança - 453fadbd8a1a3af50a9df4df899537b5
465	254	105	Introdução À Antropologia - 4558dbb6f6f8bb2e16d03b85bde76e2c
466	273	161	Antropologia - 456ac9b0d15a8b7f1e71073221059886
467	171	179	Políticas Para O Desenvolvimento Econômico - 4588e674d3f0faf985047d4c3f13ed0d
468	241	80	Zoologia Aplicada À Zootecnia - 46031b3d04dc90994ca317a7c55c4289
470	274	156	Bioinformática - 464d828b85b0bed98e80ade0a5c43b0f
471	66	48	Estágio I - 466accbac9a66b805ba50e42ad715740
472	51	110	Introdução À Economia - 4671aeaf49c792689533b00664a5c3ef
473	63	179	Tópicos De Ciência Política I - 46771d1f432b42343f56f791422a4991
474	275	18	Metodologia De Ensino De Geografia I - 46a558d97954d0692411c861cf78ef79
475	202	19	Prática De Ensino Orientada - 470e7a4f017a5476afb7eeb3f8b96f9b
476	183	18	Estágio Supervisionado Em Geografia I - 47810f956e3d8fb8a32fb276448b464d
477	117	93	Zoologia Dos Vertebrados - 4888241374e8c62ddd9b4c3cfd091f96
478	89	30	Núcleos Temáticos De Pesquisa Em Educação Física - 489d0396e6826eb0c1e611d82ca8b215
479	20	8	Química Geral - 48c3ec5c3a93a9e294a8a6392ccedeb4
481	225	158	Sistemática De Criptógamos - 490cabfe67afd2c87b2d5d4a40eefec6
483	131	12	Macroeconomia Ii - 4921f95baf824205e1b13f22d60357a1
484	276	158	Biologia Parasitária - 4968c89f34212a8417908db1e98e81d0
485	143	137	Tópicos De Estudos Regionais - 49ae49a23f67c759bf4fc791ba842aa2
490	81	77	Análise De Séries Temporais - 4a1590df1d5968d41b855005bb8b67bf
491	279	43	Ética Da Comunicação E Legislação Publicitária - 4a213d37242bdcad8e7300e202e7caa4
492	156	40	Pesquisa De Marketing - 4a3e00961a08879c34f91ca0070ea2f5
493	280	166	Química Analítica Teórica - 4a8423d5e91fda00bb7e46540e2b0cf1
494	281	91	Física 3 - 4abe17a1c80cbdd2aa241b70840879de
495	34	12	Organização Industrial - 4aecfbe5d21e3f7912bf8eb29124423a
496	156	40	Planejamento Financeiro E Orçamento Operacional - 4afd521d77158e02aed37e2274b90c9c
498	34	12	Elaboração E Análise De Projetos - 4b4edc2630fe75800ddc29a7b4070add
499	26	156	Cálculo 1c - 4b6538a44a1dfdc2b83477cd76dee98e
500	283	158	Ecologia De Comunidades - 4b86abe48d358ecf194c56c69108433e
501	101	79	Sistemas Distribuídos - 4b9c3b543d1f4c20f4c135db15ae30c6
502	284	4	Sociologia - 4c22bd444899d3b6047a10b20a2f26db
504	156	40	Aplicações Em Administração Iii - 4c7b03269a832e3b3420597a87e237a7
505	142	74	Introdução À Programação - 4c8c76b39d294759a9000cbda3a6571a
507	286	170	Desenho - 4cb811134b9d39fc3104bd06ce75abad
510	288	81	Prática De Campo Integrada I - 4d6b3e38b952600251ee92fe603170ff
512	172	12	Cálculo 1b - 4daa3db355ef2b0e64b472968cb70f0d
513	13	43	História Da Arte - 4dcae38ee11d3a6606cc6cd636a3628b
515	215	166	Anatomia Vegetal - 4dd6b4bbf0c618ddd48937cc0fffd36b
516	218	92	Banco De Dados - 4dd9cec1c21bc54eecb53786a2c5fa09
517	181	103	Química Analítica Teórica - 4de754248c196c85ee4fbdcee89179bd
518	139	166	Química Analítica Teórica - 4e0223a87610176ef0d24ef6d2dcde3a
519	202	19	Didática Da Matemática Iii - 4e0928de075538c593fbdabb0c5ef2c3
520	161	87	Estatística - 4e0cb6fb5fb446d1c92ede2ed8780188
521	167	142	Leitura E Produção De Textos I - 4e0d67e54ad6626e957d15b08ae128a6
525	291	165	Histórias Em Quadrinhos De Autor - 4e6cd95227cb0c280e99a195be5f6615
526	157	154	Física Computacional I - 4e8412ad48562e3c9934f45c3e144d48
527	269	167	Saúde Da Criança, Adolescente E Saúde Coletiva Infantil - 4e9cec1f583056459111d63e24f3b8ef
528	292	19	Fundamentos De Análise - 4ea06fbc83cdd0a06020c35d50e1e89a
529	239	74	Linguagens E Paradigmas De Programação - 4ebccfb3e317c7789f04f7a558df4537
533	294	50	Inglês Instrumental - 4f398cb9d6bc79ae567298335b51ba8a
534	295	88	Psicologia No Processo Saúde-Doença - 4f87658ef0de194413056248a00ce009
537	70	158	Morfologia E Sistemática De Espermatófitas - 504a41194194fbeaa5bbf34aec27521f
538	297	12	Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos - 5055cbf43fac3f7e2336b27310f0b9ef
539	74	74	Processos De Software - 50abc3e730e36b387ca8e02c26dc0a22
540	33	95	Tópicos Especiais Em Tecnologia Da Informação Ii - 5103c3584b063c431bd1268e9b5e76fb
541	43	41	Matemática Financeira Aplicada A Contabilidade - 5129a5ddcd0dcd755232baa04c231698
543	259	12	Monografia I - 515ab26c135e92ed8bf3a594d67e4ade
544	127	81	Geologia Ambiental - 51de85ddd068f0bc787691d356176df9
548	34	12	Economia Social - 5249ee8e0cff02ad6b4cc0ee0e50b7d1
549	206	41	Contabilidade De Custos - 52947e0ade57a09e4a1386d08f17b656
550	110	79	Metodologia Científica 1 - 52cf49fea5ff66588408852f65cf8272
552	187	93	Ecologia Molecular - 5352696a9ca3397beb79f116f3a33991
553	299	154	Introdução À Física - 536a76f94cf7535158f66cfbd4b113b6
554	107	53	Imunologia Clínica - 536ea627ea9736695a47b5c4abc73d82
555	300	130	Biofísica I - 537d9b6c927223c796cac288cced29df
556	201	130	Introdução À Instrumentação Biomédica - 53adaf494dc89ef7196d73636eb2451b
557	187	93	Ecofisiologia Animal - 53b0755548667f124037e0d0f6ee2b8f
558	301	157	Espécies Ameaçadas - 53bb7c5ac2cd41998901cea5c1f95e58
560	302	74	Requisitos De Software - 53c6de78244e9f528eb3e1cda69699bb
561	79	155	Estágio Iii - 53e3a7161e428b65688f14b84d61c610
562	47	18	Organização Do Trabalho Científico - 53ed35c74a2ec275b837374f04396c03
563	303	18	Geografia Da População I - 53f0d7c537d99b3824f0f99d62ea2428
564	63	179	Tópicos De Políticas Públicas I - 54072f485cdb7897ebbcaf7525139561
565	13	43	Leitura E Produção Textual - 540ae6b0f6ac6e155062f3dd4f0b2b01
566	160	167	Saúde, Família E Comunidade Iii - 543329132612717b1f2518ee85481e3f
567	79	155	Introdução À Física Quântica - 5487315b1286f907165907aa8fc96619
569	240	74	Qualidade De Software - 54f9eac9f51cdaebfbd1455702d36c33
570	156	40	Logística Empresarial - 5531a5834816222280f20d1ef9e95f69
571	306	76	Projeto De Instalações Químicas - 555d6702c950ecb729a966504af0a635
572	79	155	Estágio Iii - 556f391937dfd4398cbac35e050a2177
573	51	110	Segurança Da Informação E Proteção Do Conhecimento - 559cb990c9dffd8675f6bc2186971dc2
574	203	77	Trabalho De Conclusão De Curso Ii - 55a988dfb00a914717b3000a3374694c
575	28	88	Saúde Coletiva I - 55b7d07df3fe0af45cf01dff0f8a8d29
580	133	5	Leitura E Produção De Texto I - 56468d5607a5aaf1604ff5e15593b003
582	37	178	Fundam. Filos. E Sócio-Hist Da Educação - 5705e1164a8394aace6018e27d20d237
584	310	43	Trabalho De Conclusão De Curso Ii - 571e0f7e2d992e738adff8b1bd43a521
585	235	137	Mét. E Téc. De Pesq. Em Ciências Soc. E Rel. Int. - 5737c6ec2e0716f3d8a7a5c4e0de0d9a
586	144	152	Teoria Do Conhecimento - 57948aa0976f6ca8aa433f11f3412459
588	42	19	Fundamentos De Matemática - 5807a685d1a9ab3b599035bc566ce2b9
589	311	12	Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos - 58c54802a9fb9526cd0923353a34a7ae
591	313	60	Cálculo 2a - 58e4d44e550d0f7ee0a23d6b02d9b0db
593	210	157	Bioestatística - 59e0b2658e9f2e77f8d4d83f8d07ca84
595	103	95	Trabalho De Conclusão De Curso I - 5a7f963e5e0504740c3a6b10bb6d4fa5
596	314	79	Computação E Sociedade - 5b4588686ba406ea9def239c39ae66d1
597	235	137	Teoria Das Relações Internacionais Ii - 5b8add2a5d98b1a652ea7fd72d942dac
599	241	80	Imunologia Básica - 5ba2046ae8cdae3b7d0eee93be6abe28
600	80	103	Virologia Em Saúde - 5c04925674920eb58467fb52ce4ef728
601	113	177	Ecologia Básica - 5c50b4df4b176845cd235b6a510c6903
602	316	91	Políticas Educacionais - 5c572eca050594c7bc3c36e7e8ab9550
603	153	87	Cálculo 3b - 5c936263f3428a40227908d5a3847c0b
606	12	156	Biofísica - 5cf21ce30208cfffaa832c6e44bb567d
607	144	152	Tópicos De Filosofia Iii - 5cf3180c7f77315652f52761707f7f74
608	22	5	Fotografia - 5d616dd38211ebb5d6ec52986674b6e4
609	109	41	Análise Das Demonstrações Contábeis - 5d79099fcdf499f12b79770834c0164a
611	317	24	Biofísica - 5df07ecf4cea616e3eb384a9be3511bb
613	28	88	Saúde Coletiva I - 5e5e2a670bc9a83d4f99536b2ce9f2f9
614	239	74	Banco De Dados - 5e6bd7a6970cd4325e587f02667f7f73
615	117	93	Métodos Em Ecologia - 5ec829debe54b19a5f78d9a65b900a39
616	30	155	Políticas Educacionais No Brasil - 5f0f5e5f33945135b874349cfbed4fb9
618	183	18	Didática De Geografia I - 5f6371c9126149517d9ba475def53139
621	45	83	Planejamento E Controle De Obras - 60519c3dd22587d6de04d5f1e28bd41d
622	320	18	Organização Do Trabalho Científico - 6150ccc6069bea6b5716254057a194ef
623	198	13	Cálculo Diferencial - 619205da514e83f869515c782a328d3c
625	156	40	Teoria Das Organizações - 61b1fb3f59e28c67f3925f3c79be81a1
627	322	145	Estágio Supervisionado I - 621461af90cadfdaf0e8d4cc25129f91
628	131	12	Mercado De Derivativos I - 62889e73828c756c961c5a6d6c01a463
629	230	103	Biotecnologia Aplicada À Parasitologia - 628b803b45f2707575561e71ae66874c
630	323	105	Salvaguarda Patrim. Ii - Cons Prev Segurança - 632cee946db83e7a52ce5e8d6f0fed35
631	324	81	Economia Ambiental - 635440afdfc39fe37995fed127d7df4f
632	325	40	Cálculo 2b - 6395ebd0f4b478145ecfbaf939454fa4
633	74	74	Engenharia De Sistemas - 6403675579f6114559c90de0014cd3d6
634	129	103	Cálculo 1c - 64223ccf70bbb65a3a4aceac37e21016
636	132	157	Tópicos Em Biologia - 645098b086d2f9e1e0e939c27f9f2d6f
637	326	167	Atenção Integral À Saúde Da Mulher E Da Criança I - 647c722bf90a49140184672e0d3723e3
638	327	164	Estágio Supervisionado Iii - 6490791e7abf6b29a381288cc23a8223
639	328	60	Segurança E Auditoria De Sistemas - 6492d38d732122c58b44e3fdc3e9e9f3
640	326	167	Atenção Integral À Saúde Da Mulher E Da Criança I - 64f1f27bf1b4ec22924fd0acb550c235
642	139	166	Anatomia Vegetal - 650212966d571dc26133081329e9a147
645	1	81	Metodologia Da Pesquisa - 654ad60ebd1ae29cedc37da04b6b0672
646	330	76	Introdução À Engenharia Química - 65b9eea6e1cc6bb9f0cd2a47751a186f
647	57	5	Ética E Legislação Em Rp E Comunicação - 65cc2c8205a05d7379fa3a6386f710e1
648	107	53	Imunologia Clínica - 65fc52ed8f88c81323a418ca94cec2ed
649	299	154	Geometria Analítica - 6602294be910b1e3c4571bd98c4d5484
650	27	157	Sistemática De Criptógamos - 6639a34d592b30f9a19412241dba5de6
651	90	156	Ciência De Animais De Laboratório - 66be31e4c40d676991f2405aaecc6934
652	214	37	Geologia I - 66e8ba8216a1e152d72653d99a4f03ab
653	331	41	Direito Trabalhista E Previdenciário - 66f041e16a60928b05a7e228a89c3799
655	131	12	Finanças I - 673271cc47c1a4e77f57e239ed4d28a7
657	332	105	Comunicação Patrimonial Ii - Expografia - 677e09724f0e2df9b6c000b75b5da10d
659	222	146	Políticas Educacionais No Brasil - 67d96d458abdef21792e6d8e590244e7
660	224	18	Psicologia Da Educação I - 68053af2923e00204c3ca7c6a3150cf7
661	96	103	Introdução A Microbiologia Ambiental - 68264bdb65b97eeae6788aa3348e553c
662	34	12	Economia Brasileira Ii - 6832a7b24bc06775d02b7406880b93fc
664	333	133	Metodologia Científica E Redação Técnica - 68c694de94e6c110f42e587e8e48d852
665	134	137	Introdução Ao Direito - 68ce199ec2c5517597ce0a4d89620f55
668	115	77	Inferência I - 696b35cc35e710279b9c2dedc08e22d7
669	283	158	Ecologia De Populações - 697e382cfd25b07a3e62275d3ee132b3
670	274	156	Bioquímica Clínica - 699b1436c91337ac5e493590089e178e
671	279	43	Teorias E Métodos De Pesquisa Em Comunicação - 69a5b5995110b36a9a347898d97a610e
675	338	167	Método Clínico I - 6a508a60aa3bf9510ea6acb021c94b48
676	339	86	Filosofia - 6a5889bb0190d0211a991f47bb19a777
678	109	41	Controladoria - 6a81681a7af700c6385d36577ebec359
679	340	40	Estatística Inferencial - 6aab1270668d8cac7cef2566a1c5f569
680	176	79	Redes De Computadores - 6aabeaad646177db8e648c94b656d6c8
681	273	161	Bioquímica Ii - 6aed000af86a084f9cb0264161e29dd3
683	207	5	Teoria Da Imagem - 6b180037abbebea991d8b1232f8a8ca9
684	341	35	Geopolítica E Geografia Política Ii - 6b5754d737784b51ec5075c0dc437bf0
685	51	110	Superhero Comic Books In Contemporary Society - 6b8eba43551742214453411664a0dcc8
686	230	103	Genética - 6ba3af5d7b2790e73f0de32e5c8c1798
687	202	19	Fundamentos Filosóficos E Sócio-Culturais Da Educação - 6bc24fc1ab650b25b4114e93a98f1eba
688	303	18	Cartografia I - 6be93f7a96fed60c477d30ae1de032fd
690	343	119	Lab. De Linguagens E Representações Culturais - 6c1da886822c67822bcf3679d04369fa
692	21	13	Geometria Plana - 6c97cd07663b099253bc569fe8d342bb
693	51	110	Mídias Sociais - 6c9882bbac1c7093bd25041881277658
694	208	91	Fundamentos Filosófico E Sócio-Histór. Da Educação - 6cd67d9b6f0150c77bda2eda01ae484c
695	345	41	Estatística - 6cfe0e6127fa25df2a0ef2ae1067d915
697	300	130	Dosimetria - 6d70cb65d15211726dcce4c0e971e21c
700	346	24	Imunologia - 6db49a0f96bf338250d7827c6a78bd0f
701	181	103	Fisiologia Humana - 6dd4e10e3296fa63738371ec0d5df818
702	144	152	Teoria Do Conhecimento - 6e1010e782c1f01dbba92572d6ad44c3
703	168	158	Taxonomia E Ecologia De Fungos - 6e5025ccc7d638ae4e724da8938450a6
705	514	170	Sistemas De Controle - 6e814a39a2efd54f1d4ac0da35d84c0d
707	348	77	Modelos De Regressão - 6ef80bb237adf4b6f77d0700e1255907
708	292	19	Estágio Supervisionado Iii - 6f2268bd1d3d3ebaabb04d6b5d099425
709	103	95	Gestão De Ti Em Unidades De Informação - 6f2688a5fce7d48c8d19762b88c32c3b
711	227	137	Cooperação Internacional - 6faa8040da20ef399b63a72d0e4ab575
712	101	79	Projetos De Software - 6ff09a6e7473e4a3028a95384ab7f84e
713	55	142	Gestão E Organização Do Trabalho Pedagógico - 70222949cc0db89ab32c9969754d4758
715	111	79	Engenharia De Sistemas De Informação - 70c445ee64b1ed0583367a12a79a9ef2
716	137	88	Saúde Mental I - 70ece1e1e0931919438fcfc6bd5f199c
717	68	88	Processo De Cuidar Em Saúde Da Criança E Do Adolescente Ii - 70fcb77e6349f4467edd7227baa73222
718	349	119	Métodos Quantitativos - 70feb62b69f16e0238f741fab228fec2
720	292	19	Políticas Educacionais No Brasil - 7143d7fbadfa4693b9eec507d9d37443
721	350	91	Introdução À Língua Brasileira De Sinais - Libras - 71560ce98c8250ce57a6a970c9991a5f
724	206	41	Contabilidade Avançada 1 - 71a58e8cb75904f24cde464161c3e766
725	168	158	Entomologia - 71c391042f41a3ba3799e0c14ec3d3be
726	236	156	Micologia Humana - 71db49aba03f9fbb0ed51db433c57179
727	351	60	Linguagens E Paradigmas De Programação - 71e09b16e21f7b6919bbfc43f6a5b2f0
730	141	161	Fisiologia Humana - 7283518d47a05a09d33779a17adf1707
731	156	40	Pesquisa Em Administração - 728f206c2a01bf572b5940d7d9a8fa4c
733	168	158	Genética Da Conservação - 72a901bf854346b58098c579c3d30c8e
734	163	161	Psicologia Aplicada À Nutrição - 72da7fd6d1302c0a159f6436d01e9eb0
736	153	87	Química Dos Elementos - 73278a4a86960eeb576a8fd4c9ec6997
737	33	95	Fontes De Informação - 73e0f7487b8e5297182c5a711d20bf26
738	353	74	Algoritmos E Estruturas De Dados 1 - 73f490f3f868edbcd80b5d3f7cedc403
739	137	88	Saúde Mental I - 74023e0f42a9ff68a43187c0652a1e7a
740	354	37	Fundamentos De Astronomia - 743394beff4b1282ba735e5e3723ed74
741	215	166	Física Ii - 7437d136770f5b35194cb46c1653efaa
742	221	53	Química Orgânica Ii - 743c41a921516b04afde48bb48e28ce6
743	131	12	Monografia I - 74563ba21a90da13dacf2a73e3ddefa7
745	355	87	Química Do Petróleo - 74934548253bcab8490ebd74afed7031
746	208	91	Cálculo 1b - 74bba22728b6185eec06286af6bec36d
748	137	88	Saúde Mental I - 752d25a1f8dbfb2d656bac3094bfb81c
750	109	41	Contabilidade Avançada 1 - 757f843a169cc678064d9530d12a1881
751	134	137	Teoria Política I - 758874998f5bd0c393da094e1967a72b
753	113	177	Microbiologia Veterinária - 7617097ce9ccd87578a798cee4ab8e8a
754	268	37	Teoria E Método Em Geografia - 761c7920f470038d4c8a619c79eddd62
755	133	5	Fundamentos De Administração - 766d856ef1a6b02f93d894415e6bfa0e
756	241	80	Parasitologia Zootécnica - 771ca70a4a869e29ef0d5cdde413fb3e
757	68	88	Processo De Cuidar Em Saúde Da Criança E Do Adolescente Ii - 777669af68dbccabc30c3b6bcaa81825
758	236	156	Bacteriologia Humana - 777f5c30d1406c8584c7d64b99f472f9
760	113	177	Parasitologia Veterinária - 77caa0b35fc4e46bafb72d96c2ef87ae
762	107	53	Virologia Humana - 781a1e66db5890d20f2a2bb7b3f9c3aa
763	236	156	Patologia Geral - 78237cc606d55b275bf8ca2adb4659e9
764	358	77	Trabalho De Conclusão De Curso I - 7827d1ec626c891d4b61a15c9dff296e
765	359	53	Química Geral - 7876acb66640bad41f1e1371ef30c180
766	348	77	Cálculo Numérico - 7884a9652e94555c70f96b6be63be216
767	360	77	Redação E Expressão I - 7895fc13088ee37f511913bac71fa66f
768	144	152	Filosofia Moderna - 78d919275d2824fbc0cfe71d785aa2bc
769	361	119	Métodos Qualitativos - 792c7b5aae4a79e78aaeda80516ae2ac
771	282	179	Antropologia Urbana - 7949e456002b28988d38185bd30e77fd
772	244	72	Desenho I - 7989edad14ebcd3adfacc7344dc6b739
773	156	40	Saúde Do Trabalhador - 798cebccb32617ad94123450fd137104
774	362	86	Sociologia I - 79a49b3e3762632813f9e35f4ba53d6c
775	136	158	Fundamentos Filosóficos E Sócio-Históricos Da Educação - 7a53928fa4dd31e82c6ef826f341daec
776	63	179	Tópicos De Sociologia I - 7a674153c63cff1ad7f0e261c369ab2c
777	363	157	Genética: Passado, Presente E Futuro - 7a68443f5c80d181c42967cd71612af1
779	197	167	Método Clínico Iii - 7af6266cc52234b5aa339b16695f7fc4
780	364	35	Geografia De Goiás - 7b1ce3d73b70f1a7246e7b76a35fb552
781	198	13	Cálculo Integral - 7b4773c039d539af17c883eb9283dd14
782	63	179	Tópicos De Antropologia I - 7b5b23f4aadf9513306bcd59afb6e4c9
783	97	19	Introdução À Teoria Dos Números - 7b66b4fd401a271a1c7224027ce111bc
784	156	40	Tópicos Especiais Em Administração Pública - 7b7a53e239400a13bd6be6c91c4f6c4e
787	366	41	Contabilidade Introdutória I - 7c4ede33a62160a19586f6e26eaefacf
788	208	91	Psicologia Da Educação 1 - 7c590f01490190db0ed02a5070e20f01
789	310	43	Trabalho De Conclusão De Curso I - 7c9d0b1f96aebd7b5eca8c3edaa19ebb
790	60	92	Algoritmos E Programação De Computadores - 7cac11e2f46ed46c339ec3d569853759
791	55	142	Libras - 7cc234202e98d2722580858573fd0817
792	367	166	Genética - 7cc532d783a7461f227a5da8ea80bfe1
793	368	12	Introdução Às Ciências Sociais - 7cce53cf90577442771720a370c3c723
794	17	178	Ciência Política 3 - 7ce3284b743aefde80ffd9aec500e085
795	156	40	Administração Da Produção E Operações - 7d2b92b6726c241134dae6cd3fb8c182
797	369	20	Estágio Supervisionado Ii - 7d771e0e8f3633ab54856925ecdefc5d
798	370	87	Processos Da Indústria Química - 7d81d13d998925214e33ff8b2e3807b7
799	132	157	Tópicos Em Biologia I - 7dc1c7653ac42a05642a667959c12239
801	371	79	Segurança Em Sistemas De Informação - 7e05d6f828574fbc975a896b25bb011e
802	68	88	Grupos Em Saúde - 7e230522657ecdc50e4249581b861f8e
803	198	13	Fundamentos De Matemática - 7e3b7a5bafcb0fa8e8dfe3ea6aca9186
805	99	155	Química Geral B - 7e83722522e8aeb7512b7075311316b7
806	36	60	Sistemas Gerenciadores De Banco De Dados - 7e85260ddc6572af584224c3c54354b2
808	150	95	Editoração E Planejamento Gráfico Visual - 7e9e346dc5fd268b49bf418523af8679
809	372	73	Biologia E Zoologia - 7ea3fbf6743ddc3f7b151465a7a4a83e
810	330	76	Física 1 - 7eb7eabbe9bd03c2fc99881d04da9cbd
811	73	182	Ciência Política 1 - 7edccc661418aeb5761dbcdc06ad490c
812	5	76	Projetos De Reatores Químicos - 7f1de29e6da19d22b51c68001e7e0e54
813	88	41	Instituições Do Direito Público E Privado - 7f39f8317fbdb1988ef4c628eba02591
814	56	155	Física I - 7f5d04d189dfb634e6a85bb9d9adf21e
815	153	87	Química Dos Elementos - 7f6ffaa6bb0b408017b62254211691b5
816	207	5	Introdução Às Relações Públicas - 7f975a56c761db6506eca0b37ce6ec87
819	109	41	Contabilidade E Gestão Do Agronegócio - 7fea637fd6d02b8f0adf6f7dc36aed93
820	325	40	Sociologia Das Organizações - 7fec306d1e665bc9c748b5d2b99a6e97
822	351	60	Engenharia De Software - 8038da89e49ac5eabb489cfc6cea9fc1
823	93	18	Geografia Agrária I - 80537a945c7aaa788ccfcdf1b99b5d8f
824	94	154	Equações Diferenciais Ordinárias - 8065d07da4a77621450aa84fee5656d9
825	206	41	Controladoria - 806beafe154032a5b818e97b4420ad98
826	165	158	Paleobiologia - 814a9c18f5abff398787c9cfcbf3d80c
827	194	8	Química Analítica - 8169e05e2a0debcb15458f2cc1eff0ea
830	168	158	Taxonomia E Ecologia De Fungos - 819e3d6c1381eac87c17617e5165f38c
831	51	110	Banco De Dados - 819f46e52c25763a55cc642422644317
832	173	36	Fundamentos De Astronomia - 81b073de9370ea873f548e31b8adc081
833	314	79	Introdução À Programação - 81b3833e2504647f9d794f7d7b9bf341
834	26	156	Biossegurança - 81c650caac28cdefce4de5ddc18befa0
836	373	120	Laboratório De Prática De Ensino Ii - 81ca0262c82e712e50c580c032d99b60
840	227	137	Tópicos De História Das Relações Internacionais - 821fa74b50ba3f7cba1e6c53e8fa6845
841	364	35	Teoria De Planejamento Geográfico - 8232e119d8f59aa83050a741631803a6
842	375	158	Psicologia Da Educação Ii - 82489c9737cc245530c7a6ebef3753ec
843	310	43	Planejamento De Campanha - 8248a99e81e752cb9b41da3fc43fbe7f
845	57	5	Gestão Estratégica - 82b8a3434904411a9fdc43ca87cee70c
846	137	88	Patologia Humana - 82c2559140b95ccda9c6ca4a8b981f1e
847	203	77	Estágio Ii - 82ca5dd156cc926b2992f73c2896f761
848	259	12	Contabilidade Social - 8303a79b1e19a194f1875981be5bdb6f
849	326	167	Atenção Integral À Saúde Da Mulher E Da Criança I - 831c2f88a604a07ca94314b56a4921b8
850	215	166	Química Analítica Teórica - 831caa1b600f852b7844499430ecac17
851	115	77	Probabilidade Ii - 83691715fdc5baf20ed0742b0b85785b
853	377	120	Antropologia V - 83adc9225e4deb67d7ce42d58fe5157c
854	378	60	Tópicos Avançados Em Programação Iv - 83b1e9da50372840c624237cc68ddacf
855	107	53	Parasitologia Clínica - 83c65b9fb801682f515a041826d306bb
856	157	154	Eletromagnetismo I - 83cdcec08fbf90370fcf53bdd56604ff
857	154	76	Bioquímica - 83e8ef518174e1eb6be4a0778d050c9d
859	379	20	Estágio Supervisionado Ii - 83f97f4825290be4cb794ec6a234595f
860	107	53	Micologia Aplicada - 841ac6d68d8d97ea566bd8883a38c97f
861	51	110	Metodologia Da Pesquisa Científica - 846c260d715e5b854ffad5f70a516c88
862	380	76	Introdução À Computação - 847cc55b7032108eee6dd897f3bca8a5
863	381	166	Química Geral - 84b20b1f5a0d103f5710bb67a043cd78
864	137	88	Saúde Mental I - 84c6494d30851c63a55cdb8cb047fadd
865	252	5	Tópicos Contemporâneos: Gestão De Eventos - 84d2004bf28a2095230e8e14993d398d
866	137	88	Parasitologia Humana - 84f0f20482cde7e5eacaf7364a643d33
869	191	161	Plantas Medicinais E Fitoterápicos - 852c44ddce7e0c7e4c64d86147300831
871	89	30	Núcleos Temáticos De Pesquisa Em Educação Física - 856fc81623da2150ba2210ba1b51d241
872	382	79	Matemática Discreta - 8593b9e56d20954c47097abbcbdfc503
873	220	43	Teorias Da Comunicação I - 8597a6cfa74defcbde3047c891d78f90
874	156	40	Finanças De Curto Prazo - 85f007f8c50dd25f5a45fca73cad64bd
877	144	152	Filosofia Da Linguagem - 8616b6a8c9afbfc41ebc1df86e287759
879	383	7	Fisiologia Humana - 8698ff92115213ab187d31d4ee5da8ea
880	292	19	Estágio Supervisionado Iii - 86b122d4358357d834a87ce618a55de0
881	65	167	Saúde Do Adulto E Do Idoso - Psiquiatria/Medicina Legal E Saúde Mental Coletiva - 86d7c8a08b4aaa1bc7c599473f5dddda
883	168	158	Biologia Evolutiva - 86e78499eeb33fb9cac16b7555b50767
885	372	73	Química Geral - 86ecfcbc1e9f1ae5ee2d71910877da36
886	202	19	Didática Da Matemática Iii - 872488f88d1b2db54d55bc8bba2fad1b
887	384	156	Ética Em Pesquisa - 8725fb777f25776ffa9076e44fcfd776
888	232	54	Tópicos Especiais Em Psicopatologia - 87682805257e619d49b8e0dfdc14affa
889	274	156	Patologia Geral - 878cb17581a597304a1b825b4bf375fa
891	88	41	Matemática Financeira Aplicada A Contabilidade - 87ec2f451208df97228105657edb717f
892	302	74	Governança E Gestão De Serviços De Software - 880610aa9f9de9ea7c545169c716f477
893	385	5	Mídias Institucionais - 883e881bb4d22a7add958f2d6b052c9f
896	242	166	Bioquímica De Biomoléculas - 88a199611ac2b85bd3f76e8ee7e55650
897	42	19	Linguagem E Matemática - 88ae6372cfdc5df69a976e893f4d554b
898	71	81	Tópicos Em Sensoriamento Remoto - 8901c584a81808ee0f7b13dd8f212fe2
900	63	179	Trabalho Final De Curso 1 - 892c91e0a653ba19df81a90f89d99bcd
901	195	103	Bioprocessos - 894b77f805bd94d292574c38c5d628d5
902	35	93	Bioindicadores - 89885ff2c83a10305ee08bd507c1049c
905	387	155	Evolução Das Ideias Da Física - 8a0e1141fd37fa5b98d5bb769ba1a7cc
908	388	168	Desenho Ii - 8a20a8621978632d76c43dfd28b67767
909	282	179	Estatística Aplicada Às Ciências Sociais 2 - 8a3363abe792db2d8761d6403605aeb7
913	389	4	Teoria E Métodos De Pesquisa Em Comunicação - 8b4066554730ddfaa0266346bdc1b202
915	138	12	Álgebra Linear - 8b5040a8a5baf3e0e67386c2e3a9b903
916	90	156	Tópicos Em Fisiologia - 8b5700012be65c9da25f49408d959ca0
918	107	53	Parasitologia - 8bec98830ca9b0bdc6995259aae51bf5
920	391	60	Compiladores - 8c01a75941549a705cf7275e41b21f0d
923	5	76	Introdução Aos Métodos Instrumentais De Análise - 8c5f6ecd29a0eb234459190ca51c16dd
