#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type Cap
892 156 216 40 13 4 17 2 1 45
893 165 217 158 32 2 14 1 1 45
894 165 217 158 32 2 15 1 1 45
895 165 217 158 32 2 16 1 1 45
896 165 217 158 32 2 17 1 1 45
897 166 218 167 29 6 4 5 1 45
898 166 218 167 29 6 5 5 1 45
899 109 219 41 13 2 16 2 1 45
900 109 219 41 13 2 17 2 1 45
901 167 220 142 14 3 15 17 1 45
902 167 220 142 14 3 16 17 1 45
903 167 220 142 14 3 17 17 1 45
904 167 220 142 14 3 17 17 1 45
905 132 221 157 32 3 8 1 1 45
906 132 221 157 32 3 9 1 1 45
907 132 221 157 32 3 10 1 1 45
908 132 221 157 32 3 11 1 1 45
909 156 222 40 13 3 16 2 1 45
910 156 222 40 13 3 17 2 1 45
911 156 222 40 13 6 14 2 1 45
912 156 222 40 13 6 15 2 1 45
913 168 223 158 32 3 2 1 1 45
914 168 223 158 32 3 3 1 1 45
915 168 223 158 32 3 4 1 1 45
916 168 223 158 32 3 5 1 1 45
917 118 224 167 29 6 2 5 1 45
918 118 224 167 29 6 3 5 1 45
919 118 224 167 29 6 4 5 1 45
920 118 224 167 29 6 5 5 1 45
921 118 224 167 29 6 8 5 1 45
922 118 224 167 29 6 9 5 1 45
923 118 224 167 29 6 10 5 1 45
924 52 225 41 13 3 16 2 1 45
925 52 225 41 13 3 17 2 1 45
926 52 225 41 13 5 16 2 1 45
927 52 225 41 13 5 17 2 1 45
936 51 228 110 27 2 2 1 2 45
937 51 228 110 27 2 3 1 2 45
938 51 228 110 27 5 2 1 2 45
939 51 228 110 27 5 3 1 2 45
940 170 229 60 40 3 4 2 1 45
941 170 229 60 40 3 5 2 1 45
942 170 229 60 40 5 4 2 2 45
943 170 229 60 40 5 5 2 2 45
944 136 230 158 32 5 2 1 1 45
945 136 230 158 32 5 3 1 1 45
946 171 231 179 18 4 14 4 1 45
947 171 231 179 18 4 15 4 1 45
948 171 231 179 18 4 16 4 1 45
949 171 231 179 18 4 17 4 1 45
950 37 232 178 18 6 2 4 1 45
951 37 232 178 18 6 3 4 1 45
952 37 232 178 18 6 4 4 1 45
953 37 232 178 18 6 5 4 1 45
954 172 233 12 13 4 4 2 1 45
955 172 233 12 13 4 5 2 1 45
956 172 233 12 13 6 4 2 1 45
957 172 233 12 13 6 5 2 1 45
961 174 235 87 43 3 10 2 1 45
962 174 235 87 43 3 11 2 1 45
963 174 235 87 43 5 10 2 1 45
964 174 235 87 43 5 11 2 1 45
978 129 238 103 42 3 4 2 1 45
979 129 238 103 42 3 5 2 1 45
980 77 239 58 18 5 2 4 1 45
981 77 239 58 18 5 3 4 1 45
982 77 239 58 18 5 4 4 1 45
983 77 239 58 18 5 5 4 1 45
984 175 240 164 17 6 2 1 1 45
985 175 240 164 17 6 3 1 1 45
986 175 240 164 17 6 4 1 1 45
987 175 240 164 17 6 5 1 1 45
988 176 241 79 40 2 14 2 1 45
989 176 241 79 40 2 15 2 1 45
990 176 241 79 40 2 16 15 2 45
991 176 241 79 40 2 17 15 2 45
992 177 242 87 43 4 10 1 1 45
993 177 242 87 43 4 11 1 1 45
994 177 242 87 43 6 10 1 1 45
995 177 242 87 43 6 11 1 1 45
996 178 243 73 8 4 8 2 1 45
997 178 243 73 8 4 9 2 1 45
998 179 244 103 42 3 2 5 1 45
999 179 244 103 42 3 3 5 1 45
1000 179 244 103 42 3 4 5 1 45
1001 179 244 103 42 6 4 5 1 45
1002 179 244 103 42 6 5 5 1 45
1003 179 244 103 42 6 6 5 1 45
1011 181 247 103 42 2 8 2 1 45
1012 181 247 103 42 2 9 2 1 45
1013 181 247 103 42 2 10 2 1 45
1014 181 247 103 42 2 11 2 1 45
1020 183 250 18 33 6 14 4 1 45
1021 183 250 18 33 6 15 4 1 45
1022 183 250 18 33 6 16 4 1 45
1023 183 250 18 33 6 17 4 1 45
1024 139 251 166 8 6 2 2 1 45
1025 139 251 166 8 6 3 2 1 45
1026 136 252 158 32 4 2 2 1 45
1027 136 252 158 32 4 3 2 1 45
1028 136 252 158 32 6 2 2 1 45
1029 136 252 158 32 6 3 2 1 45
1030 184 253 13 38 2 4 4 1 45
1031 184 253 13 38 2 5 4 1 45
1032 184 253 13 38 4 4 4 1 45
1033 184 253 13 38 4 5 4 1 45
1034 26 254 156 32 4 4 2 1 45
1035 26 254 156 32 4 5 2 1 45
1047 186 257 157 32 4 8 2 1 45
1048 186 257 157 32 4 9 2 1 45
1049 186 257 157 32 6 8 2 1 45
1050 186 257 157 32 6 9 2 1 45
1051 187 258 93 32 5 9 1 1 45
1052 22 259 5 27 6 2 4 1 45
1053 22 259 5 27 6 3 4 1 45
1054 22 259 5 27 6 4 4 1 45
1055 22 259 5 27 6 5 4 1 45
1056 188 260 142 14 3 15 17 1 45
1057 188 260 142 14 3 16 17 1 45
1058 188 260 142 14 3 17 17 1 45
1059 188 260 142 14 3 17 17 1 45
1060 109 261 41 13 6 14 2 1 45
1061 109 261 41 13 6 15 2 1 45
1062 189 262 161 16 2 8 5 1 45
1063 189 262 161 16 2 9 5 1 45
1064 189 262 161 16 2 10 5 1 45
1065 189 262 161 16 2 11 5 1 45
1066 30 263 155 34 5 10 1 1 45
1067 30 263 155 34 5 11 1 1 45
1068 190 264 8 8 4 10 4 1 45
1069 190 264 8 8 4 11 4 1 45
1070 190 264 8 8 6 10 4 1 45
1071 190 264 8 8 6 11 4 1 45
1078 193 267 35 33 5 2 4 1 45
1079 193 267 35 33 5 3 4 1 45
1080 193 267 35 33 5 4 4 1 45
1081 193 267 35 33 5 5 4 1 45
1082 82 268 93 32 4 2 1 1 45
1083 82 268 93 32 4 3 1 1 45
1084 28 269 88 31 4 2 17 1 45
1085 28 269 88 31 4 3 17 1 45
1086 28 269 88 31 4 4 17 1 45
1087 28 269 88 31 4 5 17 1 45
1088 28 269 88 31 4 1 17 1 45
1089 28 269 88 31 6 8 17 1 45
1090 28 269 88 31 6 9 17 1 45
1091 28 269 88 31 6 10 17 1 45
1092 28 269 88 31 6 11 17 1 45
1093 107 270 53 25 4 2 5 1 45
1094 107 270 53 25 4 3 5 1 45
1095 107 270 53 25 5 2 5 1 45
1096 107 270 53 25 5 3 5 1 45
1097 107 270 53 25 5 4 5 1 45
1098 170 271 60 40 2 8 15 2 45
1099 170 271 60 40 2 9 15 2 45
1100 170 271 60 40 5 8 15 2 45
1101 170 271 60 40 5 9 15 2 45
1102 34 272 12 13 2 14 2 1 45
1103 34 272 12 13 2 15 2 1 45
1104 34 272 12 13 6 16 2 1 45
1105 34 272 12 13 6 17 2 1 45
1106 194 273 8 8 3 8 2 1 45
1107 194 273 8 8 3 9 2 1 45
1108 194 273 8 8 5 8 2 1 45
1109 194 273 8 8 5 9 2 1 45
1110 195 274 103 42 3 4 5 1 45
1111 195 274 103 42 3 5 5 1 45
1114 84 276 156 32 2 10 1 1 45
1115 84 276 156 32 2 11 1 1 45
1116 84 276 156 32 5 10 1 1 45
1117 84 276 156 32 5 11 1 1 45
1124 71 278 81 33 3 2 4 1 45
1125 71 278 81 33 3 3 4 1 45
1126 71 278 81 33 3 4 4 1 45
1127 71 278 81 33 3 5 4 1 45
1128 197 279 167 29 2 8 5 1 45
1129 197 279 167 29 2 9 5 1 45
1130 197 279 167 29 2 7 5 1 45
1131 198 280 13 38 3 10 2 1 45
1132 198 280 13 38 3 11 2 1 45
1133 198 280 13 38 5 10 2 1 45
1134 198 280 13 38 5 11 2 1 45
1137 200 282 167 29 6 2 5 1 45
1138 200 282 167 29 6 3 5 1 45
1139 200 282 167 29 6 4 5 1 45
1140 200 282 167 29 6 5 5 1 45
1141 201 283 130 34 3 4 1 1 45
1142 201 283 130 34 3 5 1 1 45
1143 201 283 130 34 5 4 1 1 45
1144 201 283 130 34 5 5 1 1 45
1145 202 284 19 38 3 16 2 1 45
1146 202 284 19 38 3 17 2 1 45
1147 202 284 19 38 5 16 2 1 45
1148 202 284 19 38 5 17 2 1 45
1149 69 285 79 40 5 14 15 2 45
1150 69 285 79 40 5 15 15 2 45
1151 69 285 79 40 5 16 2 1 45
1152 69 285 79 40 5 17 2 1 45
1153 136 286 158 32 3 2 2 1 45
1154 136 286 158 32 3 3 2 1 45
1155 136 286 158 32 3 4 2 1 45
1156 136 286 158 32 3 5 2 1 45
1157 203 287 77 38 2 16 4 2 45
1158 203 287 77 38 2 17 4 2 45
1159 203 287 77 38 4 16 4 2 45
1160 203 287 77 38 4 17 4 2 45
1165 42 289 19 38 4 16 2 1 45
1166 42 289 19 38 4 17 2 1 45
1167 42 289 19 38 6 16 2 1 45
1168 42 289 19 38 6 17 2 1 45
1171 158 291 83 17 4 4 5 1 45
1172 158 291 83 17 4 5 5 1 45
1177 206 293 41 13 2 4 2 1 45
1178 206 293 41 13 2 5 2 1 45
1179 207 294 5 27 5 2 4 1 45
1180 207 294 5 27 5 3 4 1 45
1181 207 294 5 27 5 4 4 1 45
1182 207 294 5 27 5 5 4 1 45
1183 208 295 91 43 3 14 1 1 45
1184 208 295 91 43 3 15 1 1 45
1185 208 295 91 43 5 14 1 1 45
1186 208 295 91 43 5 15 1 1 45
1190 135 297 167 29 3 4 5 1 45
1191 135 297 167 29 3 5 5 1 45
1192 135 297 167 29 3 6 5 1 45
1193 135 297 167 29 4 4 5 1 45
1194 135 297 167 29 4 5 5 1 45
1195 135 297 167 29 4 6 5 1 45
1196 135 297 167 29 5 4 5 1 45
1197 135 297 167 29 5 5 5 1 45
1198 135 297 167 29 5 6 5 1 45
1199 209 298 73 8 5 4 2 2 45
1200 209 298 73 8 5 5 2 2 45
1201 209 298 73 8 6 2 1 1 45
1202 209 298 73 8 6 3 1 1 45
1203 210 299 157 32 3 4 5 1 45
1204 210 299 157 32 3 5 5 1 45
1205 210 299 157 32 4 2 5 1 45
1206 210 299 157 32 4 3 5 1 45
1207 210 299 157 32 4 4 5 1 45
1208 210 299 157 32 4 5 5 1 45
1209 12 300 156 32 4 2 5 1 45
1210 12 300 156 32 4 3 5 1 45
1211 12 300 156 32 5 4 5 1 45
1212 12 300 156 32 5 5 5 1 45
1213 211 301 153 10 5 5 5 1 45
1214 211 301 153 10 5 6 5 1 45
1215 174 302 87 43 2 8 2 1 45
1216 174 302 87 43 2 9 2 1 45
1217 174 302 87 43 2 7 2 1 45
1218 174 302 87 43 4 8 2 1 45
1219 174 302 87 43 4 9 2 1 45
1220 174 302 87 43 4 7 2 1 45
1221 212 303 12 13 2 2 2 1 45
1222 212 303 12 13 2 3 2 1 45
1223 212 303 12 13 4 2 2 1 45
1224 212 303 12 13 4 3 2 1 45
1225 118 304 167 29 2 2 1 1 45
1226 118 304 167 29 2 3 1 1 45
1227 118 304 167 29 3 4 1 1 45
1228 118 304 167 29 3 5 1 1 45
1229 118 304 167 29 4 4 1 1 45
1230 118 304 167 29 4 5 1 1 45
1231 118 304 167 29 5 2 1 1 45
1232 118 304 167 29 5 3 1 1 45
1233 118 304 167 29 5 4 1 1 45
1234 118 304 167 29 5 5 1 1 45
1235 118 304 167 29 5 1 1 1 45
1236 158 305 83 17 4 2 5 1 45
1237 158 305 83 17 4 3 5 1 45
1238 187 306 93 32 5 8 1 1 45
1243 153 308 87 43 4 10 1 1 45
1244 153 308 87 43 4 11 1 1 45
1245 213 309 91 43 5 16 1 1 45
1246 213 309 91 43 5 17 1 1 45
1250 215 311 166 8 4 8 2 1 45
1251 215 311 166 8 4 9 2 1 45
1252 215 311 166 8 6 8 2 1 45
1253 215 311 166 8 6 9 2 1 45
1272 42 317 19 38 2 14 2 1 45
1273 42 317 19 38 2 15 2 1 45
1274 42 317 19 38 4 14 2 1 45
1275 42 317 19 38 4 15 2 1 45
1276 42 317 19 38 6 14 2 1 45
1277 42 317 19 38 6 15 2 1 45
1278 219 318 35 33 2 2 4 1 45
1279 219 318 35 33 2 3 4 1 45
1280 219 318 35 33 2 4 4 1 45
1281 219 318 35 33 2 5 4 1 45
1282 109 319 41 13 3 14 2 1 45
1283 109 319 41 13 3 15 2 1 45
1284 109 319 41 13 5 14 2 1 45
1285 109 319 41 13 5 15 2 1 45
1286 149 320 35 33 2 2 4 3 45
1287 149 320 35 33 2 3 4 3 45
1288 149 320 35 33 2 4 4 3 45
1289 149 320 35 33 2 5 4 3 45
1290 220 321 43 27 5 4 4 1 45
1291 220 321 43 27 5 5 4 1 45
1292 67 322 91 43 3 14 1 1 45
1293 67 322 91 43 3 15 1 1 45
1294 67 322 91 43 5 14 1 1 45
1295 67 322 91 43 5 15 1 1 45
1296 110 323 79 40 3 14 2 1 45
1297 110 323 79 40 3 15 2 1 45
1298 110 323 79 40 3 16 2 1 45
1299 110 323 79 40 3 17 2 1 45
1300 156 324 40 13 5 14 2 1 45
1301 156 324 40 13 5 15 2 1 45
1302 156 324 40 13 5 16 2 1 45
1303 156 324 40 13 5 17 2 1 45
1304 221 325 53 25 3 4 2 1 45
1305 221 325 53 25 3 5 2 1 45
1306 221 325 53 25 5 4 2 1 45
1307 221 325 53 25 5 5 2 1 45
1308 222 326 146 15 4 2 1 1 45
1309 222 326 146 15 4 3 1 1 45
1310 222 326 146 15 4 4 1 1 45
1311 222 326 146 15 4 5 1 1 45
1312 126 327 13 38 2 8 2 1 45
1313 126 327 13 38 2 9 2 1 45
1314 126 327 13 38 4 8 2 1 45
1315 126 327 13 38 4 9 2 1 45
1316 126 327 13 38 6 8 2 1 45
1317 126 327 13 38 6 9 2 1 45
1322 3 329 53 25 4 4 5 1 45
1323 3 329 53 25 4 5 5 1 45
1328 224 331 18 33 2 2 5 1 45
1329 224 331 18 33 2 3 5 1 45
1330 224 331 18 33 2 4 5 1 45
1331 224 331 18 33 2 5 5 1 45
1332 225 332 158 32 5 4 1 1 45
1333 225 332 158 32 5 5 1 1 45
1334 226 333 133 34 2 8 1 1 45
1335 226 333 133 34 2 9 1 1 45
1336 226 333 133 34 4 8 1 1 45
1337 226 333 133 34 4 9 1 1 45
1338 227 334 137 18 6 8 4 2 45
1339 227 334 137 18 6 9 4 2 45
1348 229 337 83 17 3 13 1 1 45
1349 229 337 83 17 3 14 1 1 45
1350 229 337 83 17 5 13 1 1 45
1351 229 337 83 17 5 14 1 1 45
1362 230 340 103 42 5 2 5 1 45
1363 230 340 103 42 5 3 5 1 45
1372 232 343 54 21 4 2 5 1 45
1373 232 343 54 21 4 3 5 1 45
1374 232 343 54 21 4 4 5 1 45
1375 232 343 54 21 4 1 5 1 45
1376 3 344 53 25 3 3 5 1 45
1377 3 344 53 25 6 5 5 1 45
1378 3 344 53 25 6 6 5 1 45
1384 77 346 58 18 3 2 4 1 45
1385 77 346 58 18 3 3 4 1 45
1386 77 346 58 18 3 4 4 1 45
1387 77 346 58 18 3 5 4 1 45
1392 227 348 137 18 6 2 4 1 45
1393 227 348 137 18 6 3 4 1 45
1394 227 348 137 18 6 4 4 1 45
1395 227 348 137 18 6 5 4 1 45
1396 234 349 79 40 4 14 2 1 45
1397 234 349 79 40 4 15 2 1 45
1398 234 349 79 40 4 16 15 2 45
1399 234 349 79 40 4 17 15 2 45
1400 152 350 79 40 6 14 2 1 45
1401 152 350 79 40 6 15 2 1 45
1402 152 350 79 40 6 16 2 1 45
1403 152 350 79 40 6 17 2 1 45
1404 207 351 5 27 3 2 4 1 45
1405 207 351 5 27 3 3 4 1 45
1406 207 351 5 27 3 4 4 1 45
1407 207 351 5 27 3 5 4 1 45
1408 26 352 156 32 4 4 2 1 45
1409 26 352 156 32 4 5 2 1 45
1410 235 353 137 18 3 4 4 1 45
1411 235 353 137 18 3 5 4 1 45
1412 235 353 137 18 6 4 4 1 45
1413 235 353 137 18 6 5 4 1 45
1414 236 354 156 32 2 2 5 1 45
1415 236 354 156 32 2 3 5 1 45
1416 150 355 95 27 5 2 4 1 45
1417 150 355 95 27 5 3 4 1 45
1418 150 355 95 27 5 4 4 1 45
1419 150 355 95 27 5 5 4 1 45
1420 237 356 74 40 6 14 2 2 45
1421 237 356 74 40 6 15 2 2 45
1422 237 356 74 40 6 16 2 2 45
1423 237 356 74 40 6 17 2 2 45
1424 156 357 40 13 5 14 2 1 45
1425 156 357 40 13 5 15 2 1 45
1430 238 359 153 10 2 3 5 1 45
1431 238 359 153 10 2 4 5 1 45
1432 239 360 74 40 3 14 15 2 45
1433 239 360 74 40 3 15 15 2 45
1434 239 360 74 40 3 16 15 2 45
1435 239 360 74 40 3 17 15 2 45
1436 117 361 93 32 4 8 2 1 45
1437 117 361 93 32 4 9 2 1 45
1438 117 361 93 32 4 10 2 1 45
1439 117 361 93 32 4 11 2 1 45
1440 79 362 155 34 2 10 1 1 45
1441 79 362 155 34 2 11 1 1 45
1442 79 362 155 34 4 10 1 1 45
1443 79 362 155 34 4 11 1 1 45
1444 240 363 74 40 2 14 15 2 45
1445 240 363 74 40 2 15 15 2 45
1446 240 363 74 40 2 16 15 2 45
1447 240 363 74 40 2 17 15 2 45
1468 242 365 166 8 2 4 2 1 45
1469 242 365 166 8 2 5 2 1 45
1476 68 367 88 31 3 7 17 1 45
1477 68 367 88 31 3 9 17 1 45
1478 68 367 88 31 3 10 17 1 45
1479 68 367 88 31 3 11 17 1 45
1480 177 368 87 43 2 8 1 1 45
1481 177 368 87 43 2 9 1 1 45
1482 177 368 87 43 4 8 1 1 45
1483 177 368 87 43 4 9 1 1 45
1484 244 369 72 9 6 3 5 3 45
1485 244 369 72 9 6 4 5 3 45
1486 244 369 72 9 6 5 5 3 45
1487 244 369 72 9 6 6 5 3 45
1494 246 371 168 9 3 8 5 3 45
1495 246 371 168 9 3 9 5 3 45
1496 246 371 168 9 3 10 5 3 45
1497 246 371 168 9 3 7 5 3 45
1498 247 372 157 32 5 8 1 1 45
1499 247 372 157 32 5 9 1 1 45
1500 247 372 157 32 5 10 1 1 45
1501 247 372 157 32 5 11 1 1 45
1502 225 373 158 32 4 14 1 1 45
1503 225 373 158 32 4 15 1 1 45
1504 225 373 158 32 4 16 1 1 45
1505 225 373 158 32 4 17 1 1 45
1506 135 374 167 29 2 8 5 1 45
1507 135 374 167 29 2 9 5 1 45
1508 135 374 167 29 2 10 5 1 45
1509 135 374 167 29 3 2 5 1 45
1510 135 374 167 29 3 3 5 1 45
1511 135 374 167 29 3 4 5 1 45
1512 135 374 167 29 3 9 5 1 45
1513 135 374 167 29 3 10 5 1 45
1514 135 374 167 29 3 11 5 1 45
1515 135 374 167 29 3 1 5 1 45
1516 135 374 167 29 5 8 5 1 45
1517 135 374 167 29 5 9 5 1 45
1518 135 374 167 29 5 10 5 1 45
1519 135 374 167 29 5 11 5 1 45
1520 135 374 167 29 6 8 5 1 45
1521 135 374 167 29 6 9 5 1 45
1522 135 374 167 29 6 10 5 1 45
1523 135 374 167 29 6 11 5 1 45
1524 248 375 77 38 4 4 4 1 45
1525 248 375 77 38 4 5 4 1 45
1526 248 375 77 38 6 4 4 2 45
1527 248 375 77 38 6 5 4 2 45
1528 133 376 5 27 5 8 4 1 45
1529 133 376 5 27 5 9 4 1 45
1530 133 376 5 27 5 10 4 1 45
1531 133 376 5 27 5 11 4 1 45
1560 208 378 91 43 6 14 5 1 45
1561 208 378 91 43 6 15 5 1 45
1562 208 378 91 43 6 16 5 1 45
1563 208 378 91 43 6 17 5 1 45
1564 153 379 87 43 3 2 1 1 45
1565 153 379 87 43 3 3 1 1 45
1566 153 379 87 43 5 2 1 1 45
1567 153 379 87 43 5 3 1 1 45
1581 110 383 79 40 5 14 2 2 45
1582 110 383 79 40 5 15 2 2 45
1583 110 383 79 40 5 16 2 1 45
1584 110 383 79 40 5 17 2 1 45
1597 94 387 154 34 3 2 1 1 45
1598 94 387 154 34 3 3 1 1 45
1599 94 387 154 34 5 2 1 1 45
1600 94 387 154 34 5 3 1 1 45
1601 251 388 167 29 6 2 5 1 45
1602 251 388 167 29 6 3 5 1 45
1603 251 388 167 29 6 4 5 1 45
1604 251 388 167 29 6 5 5 1 45
1605 154 389 76 43 3 10 1 1 45
1606 154 389 76 43 3 11 1 1 45
1607 154 389 76 43 5 10 1 1 45
1608 154 389 76 43 5 11 1 1 45
1630 98 391 161 16 4 8 5 1 45
1631 98 391 161 16 4 9 5 1 45
1632 252 392 5 27 4 2 1 1 45
1633 252 392 5 27 4 3 1 1 45
1634 252 392 5 27 4 4 1 1 45
1635 252 392 5 27 4 5 1 1 45
1640 9 394 60 40 3 10 2 1 45
1641 9 394 60 40 3 11 2 1 45
1660 5 400 76 43 3 8 1 1 45
1661 5 400 76 43 3 9 1 1 45
1662 5 400 76 43 5 8 1 1 45
1663 5 400 76 43 5 9 1 1 45
1664 253 401 167 29 2 8 5 1 45
1665 253 401 167 29 2 9 5 1 45
1666 253 401 167 29 2 10 5 1 45
1667 253 401 167 29 2 11 5 1 45
1668 80 402 103 42 5 10 5 1 45
1669 80 402 103 42 5 11 5 1 45
1674 42 404 19 38 4 14 2 1 45
1675 42 404 19 38 4 15 2 1 45
1676 42 404 19 38 6 14 2 1 45
1677 42 404 19 38 6 15 2 1 45
1678 186 405 157 32 4 4 1 1 45
1679 186 405 157 32 4 5 1 1 45
1680 254 406 105 18 2 14 1 1 45
1681 254 406 105 18 2 15 1 1 45
1682 254 406 105 18 2 16 1 1 45
1683 254 406 105 18 2 17 1 1 45
1684 220 407 43 27 4 8 4 1 45
1685 220 407 43 27 4 9 4 1 45
1686 220 407 43 27 4 10 4 1 45
1687 220 407 43 27 4 11 4 1 45
1688 34 408 12 13 2 14 2 1 45
1689 34 408 12 13 2 15 2 1 45
1690 34 408 12 13 4 14 2 1 45
1691 34 408 12 13 4 15 2 1 45
1700 137 411 88 31 3 10 17 1 45
1727 144 413 152 15 2 8 4 1 45
1728 144 413 152 15 2 9 4 1 45
1729 144 413 152 15 2 10 4 1 45
1730 144 413 152 15 2 11 4 1 45
1731 177 414 87 43 2 2 1 1 45
1732 177 414 87 43 2 3 1 1 45
1733 177 414 87 43 4 2 1 1 45
1734 177 414 87 43 4 3 1 1 45
1735 177 414 87 43 6 2 1 1 45
1736 177 414 87 43 6 3 1 1 45
1737 256 415 87 43 3 8 1 1 45
1738 256 415 87 43 3 9 1 1 45
1739 256 415 87 43 5 8 1 1 45
1740 256 415 87 43 5 9 1 1 45
1745 195 417 103 42 6 2 5 1 45
1746 195 417 103 42 6 3 5 1 45
1747 136 418 158 32 2 14 1 1 45
1748 136 418 158 32 2 15 1 1 45
1749 136 418 158 32 2 16 1 1 45
1768 127 420 18 33 5 2 4 1 45
1769 127 420 18 33 5 3 4 1 45
1770 127 420 18 33 5 4 4 1 45
1771 127 420 18 33 5 5 4 1 45
1776 101 422 79 40 3 14 2 1 45
1777 101 422 79 40 3 15 2 1 45
1778 101 422 79 40 3 16 2 1 45
1779 101 422 79 40 3 17 2 1 45
1807 134 424 137 18 3 2 4 1 45
1808 134 424 137 18 3 3 4 1 45
1809 134 424 137 18 6 2 4 1 45
1810 134 424 137 18 6 3 4 1 45
1811 213 425 91 43 3 14 1 1 45
1812 213 425 91 43 3 15 1 1 45
1813 213 425 91 43 5 14 1 1 45
1814 213 425 91 43 5 15 1 1 45
1815 208 426 91 43 4 2 1 1 45
1816 208 426 91 43 4 3 1 1 45
1817 208 426 91 43 6 2 1 1 45
1818 208 426 91 43 6 3 1 1 45
1819 259 427 12 13 3 14 2 1 45
1820 259 427 12 13 3 15 2 1 45
1821 259 427 12 13 5 14 2 1 45
1822 259 427 12 13 5 15 2 1 45
1833 261 431 36 36 2 11 17 1 45
1834 261 431 36 36 2 12 17 1 45
1835 261 431 36 36 2 13 17 1 45
1836 261 431 36 36 3 12 17 1 45
1837 261 431 36 36 3 13 17 1 45
1838 262 432 1 19 2 14 5 1 45
1839 262 432 1 19 2 15 5 1 45
1840 262 432 1 19 2 16 5 1 45
1841 262 432 1 19 2 17 5 1 45
1842 263 433 77 38 2 14 4 1 45
1843 263 433 77 38 2 15 4 1 45
1844 263 433 77 38 4 14 4 1 45
1845 263 433 77 38 4 15 4 1 45
1854 235 436 137 18 2 4 4 1 45
1855 235 436 137 18 2 5 4 1 45
1856 235 436 137 18 5 4 4 1 45
1857 235 436 137 18 5 5 4 1 45
1858 156 437 40 13 3 14 2 2 45
1859 156 437 40 13 3 15 2 2 45
1860 156 437 40 13 3 16 2 2 45
1861 156 437 40 13 3 17 2 2 45
1862 265 438 142 14 6 15 17 1 45
1863 265 438 142 14 6 16 17 1 45
1864 265 438 142 14 6 17 17 1 45
1865 265 438 142 14 6 17 17 1 45
1866 116 439 18 33 6 2 4 1 45
1867 116 439 18 33 6 3 4 1 45
1868 116 439 18 33 6 4 4 1 45
1869 116 439 18 33 6 5 4 1 45
1870 144 440 152 15 4 2 4 1 45
1871 144 440 152 15 4 3 4 1 45
1872 144 440 152 15 4 4 4 1 45
1873 144 440 152 15 4 5 4 1 45
1874 82 441 93 32 3 10 1 1 45
1875 144 442 152 15 5 8 2 1 45
1876 144 442 152 15 5 9 2 1 45
1877 144 442 152 15 5 10 2 1 45
1878 144 442 152 15 5 11 2 1 45
1883 266 444 167 29 4 2 5 1 45
1884 266 444 167 29 4 1 5 1 45
1885 266 444 167 29 6 4 5 1 45
1886 266 444 167 29 6 5 5 1 45
1887 267 445 166 8 2 10 2 1 45
1888 267 445 166 8 2 11 2 1 45
1899 5 448 76 43 3 2 1 1 45
1900 5 448 76 43 3 3 1 1 45
1901 5 448 76 43 5 2 1 1 45
1902 5 448 76 43 5 3 1 1 45
1903 26 449 156 32 3 2 1 1 45
1904 26 449 156 32 3 3 1 1 45
1909 269 451 167 29 5 2 5 1 45
1910 269 451 167 29 5 1 5 1 45
1913 94 453 154 34 2 4 1 1 45
1914 94 453 154 34 2 5 1 1 45
1915 94 453 154 34 4 4 1 1 45
1916 94 453 154 34 4 5 1 1 45
1917 143 454 137 18 4 2 2 1 45
1918 143 454 137 18 4 3 2 1 45
1919 143 454 137 18 6 2 2 1 45
1920 143 454 137 18 6 3 2 1 45
1921 270 455 91 43 3 14 1 1 45
1922 270 455 91 43 3 15 1 1 45
1923 270 455 91 43 5 14 1 1 45
1924 270 455 91 43 5 15 1 1 45
1930 104 457 4 27 5 2 4 1 45
1931 104 457 4 27 5 3 4 1 45
1932 104 457 4 27 5 4 4 1 45
1933 104 457 4 27 5 5 4 1 45
1934 184 458 13 38 3 2 4 1 45
1935 184 458 13 38 3 3 4 1 45
1936 184 458 13 38 5 2 4 1 45
1937 184 458 13 38 5 3 4 1 45
1938 272 459 120 41 5 15 17 1 45
1939 272 459 120 41 5 16 17 1 45
1940 272 459 120 41 5 17 17 1 45
1941 272 459 120 41 5 17 17 1 45
1942 206 460 41 13 3 4 2 1 45
1943 206 460 41 13 3 5 2 1 45
1944 206 460 41 13 5 4 2 1 45
1945 206 460 41 13 5 5 2 1 45
1946 33 461 95 27 6 2 4 1 45
1947 33 461 95 27 6 3 4 1 45
1948 33 461 95 27 6 4 4 1 45
1949 33 461 95 27 6 5 4 1 45
1950 41 462 40 13 2 16 2 1 45
1951 41 462 40 13 2 17 2 1 45
1952 41 462 40 13 3 14 2 1 45
1953 41 462 40 13 3 15 2 1 45
1957 145 464 133 34 3 8 1 1 45
1958 145 464 133 34 3 9 1 1 45
1959 254 465 105 18 6 14 1 1 45
1960 254 465 105 18 6 15 1 1 45
1961 254 465 105 18 6 16 1 1 45
1962 254 465 105 18 6 17 1 1 45
1963 273 466 161 16 5 8 5 1 45
1964 273 466 161 16 5 9 5 1 45
1965 171 467 179 18 5 14 4 1 45
1966 171 467 179 18 5 15 4 1 45
1967 171 467 179 18 5 16 4 1 45
1968 171 467 179 18 5 17 4 1 45
1969 241 468 80 12 4 3 1 1 45
1970 241 468 80 12 4 4 1 1 45
1971 241 468 80 12 4 5 1 1 45
1977 274 470 156 32 6 10 1 2 45
