#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type Cap Room
2597 30 616 155 34 4 17 1 1 45 2 
2639 322 627 145 41 3 15 17 1 45 253 
2640 322 627 145 41 3 16 17 1 45 253 
2641 322 627 145 41 3 17 17 1 45 253 
2642 322 627 145 41 3 17 17 1 45 253 
2643 322 627 145 41 5 15 17 1 45 253 
2644 322 627 145 41 5 16 17 1 45 253 
2645 322 627 145 41 5 17 17 1 45 253 
2646 322 627 145 41 5 17 17 1 45 253 
2739 330 646 76 43 5 10 1 1 45 2 
2740 330 646 76 43 5 11 1 1 45 2 
2748 299 649 154 34 4 4 1 1 45 2 
2749 299 649 154 34 4 5 1 1 45 2 
2750 299 649 154 34 6 4 1 1 45 2 
2751 299 649 154 34 6 5 1 1 45 2 
2752 27 650 157 32 2 8 1 1 45 2 
2753 27 650 157 32 2 9 1 1 45 2 
2754 90 651 156 32 3 8 1 1 45 2 
2755 90 651 156 32 3 9 1 1 45 2 
2756 214 652 37 36 2 13 17 1 45 253 
2757 214 652 37 36 2 15 17 1 45 263 
2758 214 652 37 36 2 16 17 1 45 263 
2759 214 652 37 36 3 17 17 1 45 253 
2760 214 652 37 36 3 17 17 1 45 253 
2803 333 664 133 34 3 8 1 1 45 2 
2804 333 664 133 34 3 9 1 1 45 2 
2805 134 665 137 18 2 2 1 1 45 2 
2806 134 665 137 18 2 3 1 1 45 2 
2807 134 665 137 18 5 2 1 1 45 2 
2808 134 665 137 18 5 3 1 1 45 2 
2821 283 669 158 32 2 14 1 1 45 2 
2822 283 669 158 32 2 15 1 1 45 2 
2823 283 669 158 32 2 16 1 1 45 2 
2824 283 669 158 32 2 17 1 1 45 2 
2853 339 676 86 41 4 2 17 1 45 253 
2854 339 676 86 41 4 3 17 1 45 253 
2855 339 676 86 41 4 4 17 1 45 253 
2856 339 676 86 41 4 5 17 1 45 253 
2910 343 690 119 41 3 2 17 1 45 253 
2911 343 690 119 41 3 3 17 1 45 253 
2912 343 690 119 41 3 4 17 1 45 253 
2913 343 690 119 41 3 5 17 1 45 253 
2933 300 697 130 34 3 2 1 1 45 2 
2934 300 697 130 34 3 3 1 1 45 2 
2935 300 697 130 34 5 2 1 1 45 2 
2936 300 697 130 34 5 3 1 1 45 2 
2955 144 702 152 15 6 2 1 1 45 2 
2956 144 702 152 15 6 3 1 1 45 2 
2957 144 702 152 15 6 4 1 1 45 2 
2958 144 702 152 15 6 5 1 1 45 2 
2959 168 703 158 32 3 14 1 1 45 2 
2960 168 703 158 32 3 15 1 1 45 2 
2961 168 703 158 32 3 16 1 1 45 2 
3001 55 713 142 14 6 15 17 1 45 253 
3002 55 713 142 14 6 16 17 1 45 253 
3003 55 713 142 14 6 17 17 1 45 253 
3004 55 713 142 14 6 17 17 1 45 253 
3013 137 716 88 31 2 8 17 1 45 253 
3014 137 716 88 31 2 9 17 1 45 253 
3015 137 716 88 31 2 10 17 1 45 253 
3016 137 716 88 31 2 11 17 1 45 253 
3017 137 716 88 31 5 2 17 1 45 263 
3018 137 716 88 31 5 3 17 1 45 263 
3019 137 716 88 31 5 4 17 1 45 263 
3020 137 716 88 31 5 5 17 1 45 253 
3021 68 717 88 31 2 2 17 1 45 253 
3022 68 717 88 31 2 3 17 1 45 253 
3023 68 717 88 31 2 4 17 1 45 253 
3024 68 717 88 31 2 5 17 1 45 253 
3025 68 717 88 31 2 8 17 1 45 253 
3026 68 717 88 31 2 9 17 1 45 253 
3027 68 717 88 31 2 10 17 1 45 253 
3028 68 717 88 31 2 1 17 1 45 253 
3029 68 717 88 31 3 2 17 1 45 253 
3030 68 717 88 31 3 3 17 1 45 253 
3031 68 717 88 31 3 4 17 1 45 253 
3032 68 717 88 31 3 5 17 1 45 253 
3033 68 717 88 31 3 1 17 1 45 253 
3034 68 717 88 31 4 2 17 1 45 253 
3035 68 717 88 31 4 3 17 1 45 253 
3036 68 717 88 31 4 4 17 1 45 253 
3037 68 717 88 31 4 5 17 1 45 253 
3038 68 717 88 31 4 1 17 1 45 253 
3039 349 718 119 41 3 2 17 1 45 253 
3040 349 718 119 41 3 3 17 1 45 253 
3041 349 718 119 41 3 4 17 1 45 253 
3042 349 718 119 41 3 5 17 1 45 253 
3067 132 725 157 32 2 8 1 1 45 2 
3068 132 725 157 32 2 9 1 1 45 2 
3069 132 725 157 32 2 10 1 1 45 2 
3070 132 725 157 32 2 11 1 1 45 2 
3086 141 730 161 16 4 2 1 1 45 2 
3087 141 730 161 16 4 3 1 1 45 2 
3092 132 733 157 32 5 2 1 1 45 2 
3093 132 733 157 32 5 3 1 1 45 2 
3094 132 733 157 32 5 4 1 1 45 2 
3095 132 733 157 32 5 5 1 1 45 2 
3104 153 736 87 43 4 8 1 1 45 2 
3105 153 736 87 43 4 9 1 1 45 2 
3114 137 739 88 31 2 8 17 1 45 253 
3115 137 739 88 31 2 9 17 1 45 253 
3116 137 739 88 31 2 10 17 1 45 253 
3117 137 739 88 31 2 11 17 1 45 253 
3118 137 739 88 31 5 2 17 1 45 253 
3119 137 739 88 31 5 2 17 1 45 253 
3120 137 739 88 31 5 3 17 1 45 253 
3121 137 739 88 31 5 3 17 1 45 253 
3122 137 739 88 31 5 4 17 1 45 253 
3123 137 739 88 31 5 4 17 1 45 253 
3124 137 739 88 31 5 5 17 1 45 253 
3125 137 739 88 31 5 5 17 1 45 253 
3126 354 740 37 36 4 13 17 1 45 253 
3127 354 740 37 36 4 15 17 1 45 253 
3128 354 740 37 36 4 16 17 1 45 253 
3155 137 748 88 31 2 8 17 1 45 253 
3156 137 748 88 31 2 9 17 1 45 253 
3157 137 748 88 31 2 10 17 1 45 253 
3158 137 748 88 31 2 11 17 1 45 253 
3159 137 748 88 31 5 2 17 1 45 253 
3160 137 748 88 31 5 3 17 1 45 253 
3161 137 748 88 31 5 4 17 1 45 253 
3162 137 748 88 31 5 5 17 1 45 253 
3185 268 754 37 36 3 15 17 1 45 253 
3186 268 754 37 36 3 16 17 1 45 253 
3187 268 754 37 36 5 17 17 1 45 253 
3188 268 754 37 36 5 17 17 1 45 253 
3196 68 757 88 31 2 2 17 1 45 253 
3197 68 757 88 31 2 3 17 1 45 253 
3198 68 757 88 31 2 4 17 1 45 253 
3199 68 757 88 31 2 5 17 1 45 253 
3200 68 757 88 31 2 1 17 1 45 253 
3201 68 757 88 31 3 2 17 1 45 253 
3202 68 757 88 31 3 3 17 1 45 253 
3203 68 757 88 31 3 4 17 1 45 253 
3204 68 757 88 31 3 5 17 1 45 253 
3205 68 757 88 31 3 1 17 1 45 253 
3206 68 757 88 31 4 2 17 1 45 253 
3207 68 757 88 31 4 3 17 1 45 253 
3208 68 757 88 31 4 4 17 1 45 253 
3209 68 757 88 31 4 5 17 1 45 253 
3210 68 757 88 31 4 1 17 1 45 253 
3211 68 757 88 31 5 2 17 1 45 253 
3212 68 757 88 31 5 3 17 1 45 253 
3213 68 757 88 31 5 4 17 1 45 253 
3214 68 757 88 31 5 5 17 1 45 253 
3215 68 757 88 31 5 8 17 1 45 263 
3216 68 757 88 31 5 9 17 1 45 253 
3217 68 757 88 31 5 10 17 1 45 263 
3264 361 769 119 41 4 2 17 1 45 253 
3265 361 769 119 41 4 3 17 1 45 253 
3266 361 769 119 41 4 4 17 1 45 253 
3267 361 769 119 41 4 5 17 1 45 253 
3346 362 774 86 41 3 2 17 1 45 253 
3347 362 774 86 41 3 3 17 1 45 253 
3348 362 774 86 41 3 4 17 1 45 253 
3349 362 774 86 41 3 5 17 1 45 253 
3350 136 775 158 32 5 14 1 1 45 2 
3351 136 775 158 32 5 15 1 1 45 2 
3352 136 775 158 32 5 16 1 1 45 2 
3353 136 775 158 32 5 17 1 1 45 2 
3358 363 777 157 32 4 2 1 1 45 2 
3359 363 777 157 32 4 3 1 1 45 2 
3360 363 777 157 32 4 4 1 1 45 2 
3361 363 777 157 32 4 5 1 1 45 2 
3408 60 790 92 39 2 9 17 1 45 253 
3409 60 790 92 39 2 10 17 1 45 253 
3410 60 790 92 39 5 5 17 1 45 253 
3411 60 790 92 39 5 6 17 1 45 253 
3412 55 791 142 14 2 15 17 1 45 253 
3413 55 791 142 14 2 16 17 1 45 253 
3414 55 791 142 14 2 17 17 1 45 263 
3415 55 791 142 14 2 17 17 1 45 253 
3438 369 797 20 39 3 15 17 1 45 253 
3439 369 797 20 39 3 16 17 1 45 253 
3440 369 797 20 39 3 17 17 1 45 253 
3441 369 797 20 39 3 17 17 1 45 253 
3444 370 798 87 43 3 4 1 1 45 2 
3445 370 798 87 43 3 5 1 1 45 2 
3446 370 798 87 43 5 4 1 1 45 2 
3447 370 798 87 43 5 5 1 1 45 2 
3448 132 799 157 32 6 2 1 1 45 2 
3449 132 799 157 32 6 3 1 1 45 2 
3457 68 802 88 31 6 2 17 1 45 253 
3458 68 802 88 31 6 3 17 1 45 253 
3459 68 802 88 31 6 4 17 1 45 253 
3468 99 805 155 34 2 16 1 1 45 2 
3469 99 805 155 34 2 17 1 1 45 2 
3470 99 805 155 34 4 16 1 1 45 2 
3471 99 805 155 34 4 17 1 1 45 2 
3498 330 810 76 43 3 4 1 1 45 2 
3499 330 810 76 43 3 5 1 1 45 2 
3500 330 810 76 43 5 4 1 1 45 2 
3501 330 810 76 43 5 5 1 1 45 2 
3506 5 812 76 43 2 4 1 1 45 2 
3507 5 812 76 43 2 5 1 1 45 2 
3508 5 812 76 43 4 4 1 1 45 2 
3509 5 812 76 43 4 5 1 1 45 2 
3514 56 814 155 34 2 16 1 1 45 2 
3515 56 814 155 34 2 17 1 1 45 2 
3516 56 814 155 34 4 16 1 1 45 2 
3517 56 814 155 34 4 17 1 1 45 2 
3518 153 815 87 43 4 8 1 1 45 2 
3519 153 815 87 43 4 9 1 1 45 2 
3548 94 824 154 34 2 2 1 1 45 2 
3549 94 824 154 34 2 3 1 1 45 2 
3550 94 824 154 34 4 2 1 1 45 2 
3551 94 824 154 34 4 3 1 1 45 2 
3556 165 826 158 32 6 2 1 1 45 2 
3557 165 826 158 32 6 3 1 1 45 2 
3558 165 826 158 32 6 4 1 1 45 2 
3559 165 826 158 32 6 5 1 1 45 2 
3571 168 830 158 32 5 9 1 1 45 2 
3572 168 830 158 32 5 10 1 1 45 2 
3577 173 832 36 36 4 17 17 1 45 253 
3578 173 832 36 36 4 17 17 1 45 253 
3587 26 834 156 32 5 2 1 1 45 2 
3588 26 834 156 32 5 3 1 1 45 2 
3593 373 836 120 41 3 1 17 1 45 253 
3594 373 836 120 41 3 2 17 1 45 253 
3595 373 836 120 41 3 3 17 1 45 253 
3596 373 836 120 41 3 4 17 1 45 253 
3597 373 836 120 41 3 5 17 1 45 253 
3598 373 836 120 41 3 6 17 1 45 253 
3619 375 842 158 32 6 14 1 1 45 2 
3620 375 842 158 32 6 15 1 1 45 2 
3621 375 842 158 32 6 16 1 1 45 2 
3622 375 842 158 32 6 17 1 1 45 2 
3635 137 846 88 31 5 12 17 1 45 263 
3636 137 846 88 31 5 13 17 1 45 263 
3669 377 853 120 41 5 2 17 1 45 253 
3670 377 853 120 41 5 3 17 1 45 253 
3671 377 853 120 41 5 4 17 1 45 253 
3672 377 853 120 41 5 5 17 1 45 253 
3682 157 856 154 34 2 4 1 1 45 2 
3683 157 856 154 34 2 5 1 1 45 2 
3684 157 856 154 34 4 4 1 1 45 2 
3685 157 856 154 34 4 5 1 1 45 2 
3686 154 857 76 43 2 4 1 1 45 2 
3687 154 857 76 43 2 5 1 1 45 2 
3688 154 857 76 43 4 4 1 1 45 2 
3689 154 857 76 43 4 5 1 1 45 2 
3694 379 859 20 39 3 15 17 1 45 253 
3695 379 859 20 39 3 16 17 1 45 253 
3696 379 859 20 39 3 17 17 1 45 253 
3697 379 859 20 39 3 17 17 1 45 253 
3708 380 862 76 43 2 4 1 1 45 2 
3709 380 862 76 43 2 5 1 1 45 2 
3714 137 864 88 31 2 8 17 1 45 253 
3715 137 864 88 31 2 9 17 1 45 253 
3716 137 864 88 31 2 10 17 1 45 253 
3717 137 864 88 31 2 11 17 1 45 253 
3718 137 864 88 31 5 2 17 1 45 253 
3719 137 864 88 31 5 3 17 1 45 253 
3720 137 864 88 31 5 4 17 1 45 253 
3721 137 864 88 31 5 5 17 1 45 253 
3722 252 865 5 27 5 2 1 1 45 2 
3723 252 865 5 27 5 3 1 1 45 2 
3724 252 865 5 27 5 4 1 1 45 2 
3725 252 865 5 27 5 5 1 1 45 2 
3726 137 866 88 31 3 11 17 1 45 253 
3743 89 871 30 31 3 3 17 1 45 253 
3744 89 871 30 31 3 4 17 1 45 253 
3745 89 871 30 31 3 5 17 1 45 253 
3746 89 871 30 31 3 6 17 1 45 253 
3775 383 879 7 30 4 8 1 1 45 2 
3776 383 879 7 30 4 9 1 1 45 2 
3777 383 879 7 30 5 8 1 1 45 2 
3778 383 879 7 30 5 9 1 1 45 2 
3779 383 879 7 30 5 10 1 1 45 2 
3802 168 883 158 32 6 14 1 1 45 2 
3803 168 883 158 32 6 15 1 1 45 2 
3804 168 883 158 32 6 16 1 1 45 2 
3805 168 883 158 32 6 17 1 1 45 2 
3817 384 887 156 32 3 4 1 1 45 2 
3818 384 887 156 32 3 5 1 1 45 2 
3850 385 893 5 27 3 2 1 1 45 2 
3851 385 893 5 27 3 3 1 1 45 2 
3852 385 893 5 27 3 4 1 1 45 2 
3853 385 893 5 27 3 5 1 1 45 2 
3884 35 902 93 32 3 2 1 1 45 2 
3885 35 902 93 32 3 3 1 1 45 2 
3886 35 902 93 32 3 4 1 1 45 2 
3887 35 902 93 32 3 5 1 1 45 2 
3898 387 905 155 34 3 16 1 1 45 2 
3899 387 905 155 34 3 17 1 1 45 2 
3900 387 905 155 34 5 16 1 1 45 2 
3901 387 905 155 34 5 17 1 1 45 2 
3939 90 916 156 32 3 10 1 1 45 2 
3940 90 916 156 32 3 11 1 1 45 2 
3963 5 923 76 43 2 10 1 1 45 2 
3964 5 923 76 43 2 11 1 1 45 2 
3965 5 923 76 43 4 10 1 1 45 2 
3966 5 923 76 43 4 11 1 1 45 2 
3990 392 930 86 41 2 2 17 1 45 253 
3991 392 930 86 41 2 3 17 1 45 253 
3992 392 930 86 41 2 4 17 1 45 253 
3993 392 930 86 41 2 5 17 1 45 253 
4006 394 934 120 41 4 2 17 1 45 253 
4007 394 934 120 41 4 3 17 1 45 253 
4008 394 934 120 41 4 4 17 1 45 253 
4009 394 934 120 41 4 5 17 1 45 253 
4020 396 938 105 18 3 14 1 1 45 2 
4021 396 938 105 18 3 15 1 1 45 2 
4022 396 938 105 18 3 16 1 1 45 2 
4023 396 938 105 18 3 17 1 1 45 2 
4024 50 939 103 42 2 2 1 1 45 2 
4025 50 939 103 42 2 3 1 1 45 2 
4026 50 939 103 42 2 4 1 1 45 2 
4057 398 947 157 32 2 8 1 1 45 2 
4058 398 947 157 32 2 9 1 1 45 2 
4059 398 947 157 32 2 10 1 1 45 2 
4095 94 957 154 34 3 4 1 1 45 2 
4096 94 957 154 34 3 5 1 1 45 2 
4097 94 957 154 34 6 4 1 1 45 2 
4098 94 957 154 34 6 5 1 1 45 2 
4099 400 958 133 34 3 8 1 1 45 2 
4100 400 958 133 34 3 9 1 1 45 2 
4112 167 962 142 14 4 15 17 1 45 253 
4113 167 962 142 14 4 16 17 1 45 253 
4114 167 962 142 14 4 17 17 1 45 253 
4115 167 962 142 14 4 17 17 1 45 253 
4128 82 966 93 32 3 8 1 1 45 2 
4139 137 970 88 31 3 7 17 1 45 253 
4140 137 970 88 31 3 9 17 1 45 253 
4145 188 972 142 14 4 15 17 1 45 253 
4146 188 972 142 14 4 16 17 1 45 253 
4147 188 972 142 14 4 17 17 1 45 253 
4148 188 972 142 14 4 17 17 1 45 253 
4163 82 977 93 32 4 8 1 1 45 2 
4164 82 977 93 32 4 9 1 1 45 2 
4169 277 979 133 34 2 8 1 1 45 2 
4170 277 979 133 34 2 9 1 1 45 2 
4171 277 979 133 34 4 8 1 1 45 2 
4172 277 979 133 34 4 9 1 1 45 2 
4173 402 980 7 30 3 8 1 1 45 2 
4174 402 980 7 30 3 9 1 1 45 2 
4175 402 980 7 30 3 10 1 1 45 2 
4180 337 982 92 39 4 1 17 1 45 253 
4181 337 982 92 39 4 2 17 1 45 253 
4182 337 982 92 39 5 1 17 1 45 263 
4183 337 982 92 39 5 2 17 1 45 253 
4200 82 987 93 32 3 11 1 1 45 2 
4201 334 988 37 36 2 15 17 1 45 253 
4202 334 988 37 36 2 16 17 1 45 253 
4203 334 988 37 36 2 17 17 1 45 253 
4204 334 988 37 36 2 17 17 1 45 253 
4205 334 988 37 36 3 17 17 1 45 253 
4206 403 989 120 41 3 7 17 1 45 253 
4207 403 989 120 41 3 9 17 1 45 253 
4208 403 989 120 41 3 10 17 1 45 253 
4209 403 989 120 41 6 7 17 1 45 253 
4210 403 989 120 41 6 9 17 1 45 253 
4211 403 989 120 41 6 10 17 1 45 253 
4218 56 992 155 34 3 14 1 1 45 2 
4219 56 992 155 34 3 15 1 1 45 2 
4220 56 992 155 34 5 14 1 1 45 2 
4221 56 992 155 34 5 15 1 1 45 2 
4234 405 996 51 1 5 13 17 1 45 253 
4235 405 996 51 1 5 15 17 1 45 253 
4236 405 996 51 1 5 16 17 1 45 253 
4237 405 996 51 1 5 17 17 1 45 253 
4238 186 997 157 32 5 3 1 1 45 2 
4239 186 997 157 32 5 4 1 1 45 2 
4240 186 997 157 32 5 5 1 1 45 2 
4241 16 998 66 24 6 2 17 1 45 253 
4242 16 998 66 24 6 3 17 1 45 253 
4243 16 998 66 24 6 4 17 1 45 253 
4244 16 998 66 24 6 5 17 1 45 253 
4245 333 999 133 34 3 4 1 1 45 2 
4246 333 999 133 34 3 5 1 1 45 2 
4247 333 999 133 34 5 4 1 1 45 2 
4248 333 999 133 34 5 5 1 1 45 2 
4263 28 1003 88 31 4 2 17 1 45 253 
4264 28 1003 88 31 4 3 17 1 45 253 
4265 28 1003 88 31 4 4 17 1 45 253 
4266 28 1003 88 31 4 5 17 1 45 253 
4267 28 1003 88 31 6 8 17 1 45 253 
4268 28 1003 88 31 6 9 17 1 45 253 
4269 28 1003 88 31 6 10 17 1 45 253 
4270 28 1003 88 31 6 11 17 1 45 253 
4271 406 1004 86 41 5 2 17 1 45 253 
4272 406 1004 86 41 5 3 17 1 45 253 
4273 406 1004 86 41 5 4 17 1 45 253 
4274 406 1004 86 41 5 5 17 1 45 253 
4302 409 1012 5 27 2 2 1 1 45 2 
4303 409 1012 5 27 2 3 1 1 45 2 
4304 409 1012 5 27 2 4 1 1 45 2 
4305 409 1012 5 27 2 5 1 1 45 2 
4314 68 1015 88 31 5 2 17 1 45 253 
4315 68 1015 88 31 5 3 17 1 45 253 
4316 68 1015 88 31 5 4 17 1 45 253 
4363 154 1028 76 43 3 4 1 1 45 2 
4364 154 1028 76 43 3 5 1 1 45 2 
4365 154 1028 76 43 5 4 1 1 45 2 
4366 154 1028 76 43 5 5 1 1 45 2 
4385 82 1034 93 32 6 2 1 1 45 2 
4386 82 1034 93 32 6 3 1 1 45 2 
4387 57 1035 5 27 2 2 1 1 45 2 
4388 57 1035 5 27 2 3 1 1 45 2 
4389 57 1035 5 27 2 4 1 1 45 2 
4390 57 1035 5 27 2 5 1 1 45 2 
4407 277 1041 133 34 2 10 1 1 45 2 
4408 277 1041 133 34 2 11 1 1 45 2 
4409 277 1041 133 34 4 10 1 1 45 2 
4410 277 1041 133 34 4 11 1 1 45 2 
4411 277 1041 133 34 6 10 1 1 45 2 
4412 277 1041 133 34 6 11 1 1 45 2 
4417 5 1043 76 43 2 2 1 1 45 2 
4418 5 1043 76 43 2 3 1 1 45 2 
4419 5 1043 76 43 4 2 1 1 45 2 
4420 5 1043 76 43 4 3 1 1 45 2 
4421 12 1044 156 32 3 10 1 1 45 2 
4422 12 1044 156 32 3 11 1 1 45 2 
4492 268 1057 37 36 4 17 17 1 45 253 
4493 268 1057 37 36 4 17 17 1 45 253 
4494 268 1057 37 36 6 13 17 1 45 263 
4495 268 1057 37 36 6 17 17 1 45 253 
4496 268 1057 37 36 6 17 17 1 45 253 
4497 420 1058 130 34 2 4 1 1 45 2 
4498 420 1058 130 34 2 5 1 1 45 2 
4503 277 1060 133 34 3 4 1 1 45 2 
4504 277 1060 133 34 3 5 1 1 45 2 
4505 277 1060 133 34 5 4 1 1 45 2 
4506 277 1060 133 34 5 5 1 1 45 2 
4526 421 1067 86 41 6 2 17 1 45 253 
4527 421 1067 86 41 6 3 17 1 45 253 
4528 421 1067 86 41 6 4 17 1 45 253 
4529 421 1067 86 41 6 5 17 1 45 253 
4538 422 1070 7 30 2 9 1 1 45 2 
4539 422 1070 7 30 2 10 1 1 45 2 
4540 422 1070 7 30 2 11 1 1 45 2 
4553 165 1074 158 32 3 14 1 1 45 2 
4554 165 1074 158 32 3 15 1 1 45 2 
4555 165 1074 158 32 3 16 1 1 45 2 
4556 165 1074 158 32 3 17 1 1 45 2 
4567 56 1078 155 34 2 14 1 1 45 2 
4568 56 1078 155 34 2 15 1 1 45 2 
4569 56 1078 155 34 4 14 1 1 45 2 
4570 56 1078 155 34 4 15 1 1 45 2 
4571 56 1078 155 34 6 14 1 1 45 2 
4572 56 1078 155 34 6 15 1 1 45 2 
4600 177 1080 87 43 2 4 1 1 45 2 
4601 177 1080 87 43 2 5 1 1 45 2 
4621 82 1087 93 32 6 4 1 1 45 2 
4622 82 1087 93 32 6 5 1 1 45 2 
4623 82 1087 93 32 6 6 1 1 45 2 
4624 225 1088 158 32 5 14 1 1 45 2 
4625 225 1088 158 32 5 15 1 1 45 2 
4626 225 1088 158 32 5 16 1 1 45 2 
4627 225 1088 158 32 5 17 1 1 45 2 
4638 68 1092 88 31 2 2 17 1 45 253 
4639 68 1092 88 31 2 3 17 1 45 253 
4640 68 1092 88 31 2 4 17 1 45 253 
4641 68 1092 88 31 2 5 17 1 45 253 
4642 68 1092 88 31 3 2 17 1 45 253 
4643 68 1092 88 31 3 3 17 1 45 253 
4644 68 1092 88 31 3 4 17 1 45 253 
4645 68 1092 88 31 3 5 17 1 45 253 
4646 68 1092 88 31 5 2 17 1 45 253 
4647 68 1092 88 31 5 3 17 1 45 253 
4648 68 1092 88 31 5 4 17 1 45 253 
4649 68 1092 88 31 5 5 17 1 45 253 
4660 117 1096 93 32 5 4 1 1 45 2 
4686 427 1103 73 8 6 2 1 1 45 2 
4687 427 1103 73 8 6 3 1 1 45 2 
4699 168 1107 158 32 5 4 1 1 45 2 
4704 268 1109 37 36 4 15 17 1 45 253 
4705 268 1109 37 36 4 16 17 1 45 253 
4706 268 1109 37 36 6 15 17 1 45 253 
4707 268 1109 37 36 6 16 17 1 45 253 
4714 55 1111 142 14 3 15 17 1 45 253 
4715 55 1111 142 14 3 16 17 1 45 253 
4716 55 1111 142 14 3 17 17 1 45 253 
4717 55 1111 142 14 3 17 17 1 45 253 
4748 370 1120 87 43 2 8 1 1 45 2 
4749 370 1120 87 43 2 9 1 1 45 2 
4750 370 1120 87 43 2 7 1 1 45 3 
4751 370 1120 87 43 4 8 1 1 45 2 
4752 370 1120 87 43 4 9 1 1 45 2 
4753 370 1120 87 43 4 7 1 1 45 3 
4764 132 1124 157 32 5 8 1 1 45 2 
4765 132 1124 157 32 5 9 1 1 45 2 
4766 274 1125 156 32 4 8 1 1 45 2 
4767 274 1125 156 32 4 9 1 1 45 2 
4768 274 1125 156 32 4 10 1 1 45 2 
4769 274 1125 156 32 4 11 1 1 45 2 
4770 225 1126 158 32 2 4 1 1 45 2 
4771 225 1126 158 32 2 5 1 1 45 2 
4784 431 1130 120 41 5 1 17 1 45 253 
4785 431 1130 120 41 5 2 17 1 45 253 
4786 431 1130 120 41 5 3 17 1 45 253 
4787 431 1130 120 41 5 4 17 1 45 253 
4788 431 1130 120 41 5 5 17 1 45 253 
4789 431 1130 120 41 5 6 17 1 45 253 
4790 431 1130 120 41 5 7 17 1 45 253 
4813 77 1137 58 18 6 2 1 1 45 2 
4814 77 1137 58 18 6 3 1 1 45 2 
4815 77 1137 58 18 6 4 1 1 45 2 
4816 77 1137 58 18 6 5 1 1 45 2 
4821 330 1139 76 43 3 8 1 1 45 2 
4822 330 1139 76 43 3 9 1 1 45 2 
4823 330 1139 76 43 5 8 1 1 45 2 
4824 330 1139 76 43 5 9 1 1 45 2 
4837 306 1143 76 43 3 10 1 1 45 2 
4838 306 1143 76 43 3 11 1 1 45 2 
4864 14 1151 36 36 5 15 17 1 45 253 
4865 14 1151 36 36 5 16 17 1 45 253 
4866 14 1151 36 36 6 17 17 1 45 253 
4867 14 1151 36 36 6 17 17 1 45 253 
4902 329 1162 66 24 4 3 17 1 45 253 
4903 329 1162 66 24 4 4 17 1 45 253 
4904 329 1162 66 24 5 3 17 1 45 253 
4905 329 1162 66 24 5 4 17 1 45 253 
4912 137 1164 88 31 2 8 17 1 45 253 
4913 137 1164 88 31 2 8 17 1 45 253 
4914 137 1164 88 31 2 9 17 1 45 253 
4915 137 1164 88 31 2 9 17 1 45 253 
4916 137 1164 88 31 2 10 17 1 45 253 
4917 137 1164 88 31 2 10 17 1 45 253 
4918 137 1164 88 31 2 11 17 1 45 253 
4919 137 1164 88 31 2 11 17 1 45 253 
4920 137 1164 88 31 5 2 17 1 45 253 
4921 137 1164 88 31 5 2 17 1 45 253 
4922 137 1164 88 31 5 3 17 1 45 253 
4923 137 1164 88 31 5 3 17 1 45 253 
4924 137 1164 88 31 5 4 17 1 45 253 
4925 137 1164 88 31 5 4 17 1 45 253 
4926 137 1164 88 31 5 5 17 1 45 253 
4927 137 1164 88 31 5 5 17 1 45 253 
4928 387 1165 155 34 4 16 1 1 45 2 
4929 387 1165 155 34 4 17 1 1 45 2 
4930 254 1166 105 18 2 14 1 1 45 2 
4931 254 1166 105 18 2 15 1 1 45 2 
4932 254 1166 105 18 2 16 1 1 45 2 
4933 254 1166 105 18 2 17 1 1 45 2 
4934 252 1167 5 27 6 2 1 1 45 2 
4935 252 1167 5 27 6 3 1 1 45 2 
4936 252 1167 5 27 6 4 1 1 45 2 
4937 252 1167 5 27 6 5 1 1 45 2 
5015 161 1185 87 43 2 10 1 1 45 2 
5016 161 1185 87 43 2 11 1 1 45 2 
5040 420 1193 130 34 3 4 1 1 45 2 
5041 420 1193 130 34 3 5 1 1 45 2 
5042 439 1194 117 17 4 2 1 1 45 2 
5043 439 1194 117 17 4 3 1 1 45 2 
5044 439 1194 117 17 4 4 1 1 45 2 
5045 439 1194 117 17 4 5 1 1 45 2 
5059 35 1199 93 32 4 2 1 1 45 2 
5060 35 1199 93 32 4 3 1 1 45 2 
5061 35 1199 93 32 4 4 1 1 45 2 
5062 35 1199 93 32 4 5 1 1 45 2 
5067 387 1201 155 34 3 14 1 1 45 2 
5068 387 1201 155 34 3 15 1 1 45 2 
5069 387 1201 155 34 5 14 1 1 45 2 
5070 387 1201 155 34 5 15 1 1 45 2 
5124 165 1218 158 32 4 2 1 1 45 2 
5125 165 1218 158 32 4 3 1 1 45 2 
5126 165 1218 158 32 4 4 1 1 45 2 
5137 245 1221 20 39 5 17 17 1 45 253 
5138 245 1221 20 39 5 17 17 1 45 253 
5139 245 1221 20 39 6 15 17 1 45 253 
5140 245 1221 20 39 6 16 17 1 45 253 
5145 161 1223 87 43 2 8 1 1 45 2 
5146 161 1223 87 43 2 9 1 1 45 2 
5147 367 1224 166 8 5 8 1 1 45 2 
5148 367 1224 166 8 5 9 1 1 45 2 
5149 367 1224 166 8 5 10 1 1 45 2 
5150 367 1224 166 8 5 11 1 1 45 2 
5155 372 1226 73 8 4 4 1 1 45 2 
5156 372 1226 73 8 4 5 1 1 45 2 
5157 372 1226 73 8 6 4 1 1 45 2 
5158 372 1226 73 8 6 5 1 1 45 2 
5203 441 1239 120 41 3 7 17 1 45 253 
